,open,close,high,low
2017/2/13,3198.99,3216.84,3219.41,3198.99
2017/2/14,3216.14,3217.93,3219.4,3205.29
2017/2/15,3215.46,3212.99,3236,3206.56
2017/2/16,3210.36,3229.62,3230.28,3207.79
2017/2/17,3227.71,3202.08,3238.4,3199.42
2017/2/20,3198.96,3239.96,3241.46,3198.96
2017/2/21,3242.22,3253.33,3254.34,3239.88
2017/2/22,3252.69,3261.22,3261.38,3243.84
2017/2/23,3258.83,3251.38,3264.08,3236.35
2017/2/24,3246.86,3253.43,3253.96,3233.53
2017/2/27,3249.19,3228.66,3251.65,3224.09
2017/2/28,3225.97,3241.73,3242.68,3225.97
2017/3/1,3240.07,3246.93,3259.98,3237.87
2017/3/2,3250.52,3230.03,3256.81,3228.66
2017/3/3,3219.2,3218.31,3221.16,3206.61
2017/3/6,3217.33,3233.87,3234.66,3215.07
2017/3/7,3233.09,3242.41,3242.66,3226.82
2017/3/8,3240.53,3240.66,3245.3,3230.61
2017/3/9,3233.7,3216.75,3233.87,3205.28
2017/3/10,3213.73,3212.76,3222.32,3208.45
2017/3/13,3209.45,3237.02,3237.12,3193.16
2017/3/14,3235.25,3239.33,3246.33,3231.52
2017/3/15,3235.4,3241.76,3243.71,3227.74
2017/3/16,3247.16,3268.94,3269.77,3247.16
2017/3/17,3271.87,3237.45,3274.19,3232.28
2017/3/20,3241.11,3250.81,3251.13,3228.12
2017/3/21,3250.25,3261.61,3262.22,3246.7
2017/3/22,3246.22,3245.22,3255.78,3229.13
2017/3/23,3245.81,3248.55,3262.09,3221.93
2017/3/24,3247.35,3269.45,3275.21,3241.12
2017/3/27,3268.92,3266.96,3283.24,3262.12
2017/3/28,3265.63,3252.95,3265.63,3246.09
2017/3/29,3252.87,3241.31,3262.1,3233.28
2017/3/30,3235.14,3210.24,3240.02,3195.85
2017/3/31,3206.25,3222.51,3226.25,3205.54
2017/4/5,3235.66,3270.31,3270.65,3233.24
2017/4/6,3272.19,3281,3286.67,3265.76
2017/4/7,3280.62,3286.62,3295.19,3275.05
2017/4/10,3285.46,3269.39,3285.46,3265.01
2017/4/11,3266.22,3288.97,3290.39,3244.4
2017/4/12,3283.84,3273.83,3284.93,3262.28
2017/4/13,3265.22,3275.96,3281.14,3261.49
2017/4/14,3276.14,3246.07,3276.71,3238.9
2017/4/17,3229.95,3222.17,3229.95,3199.91
2017/4/18,3215.4,3196.71,3225.05,3196.49
2017/4/19,3184.67,3170.69,3189.44,3147.07
2017/4/20,3165.66,3172.1,3178.18,3148.18
2017/4/21,3170.29,3173.15,3180.79,3158.63
2017/4/24,3164.25,3129.53,3164.25,3111.21
2017/4/25,3123.89,3134.57,3145.27,3117.45
2017/4/26,3132.92,3140.85,3152.95,3131.42
2017/4/27,3131.35,3152.19,3155,3097.33
2017/4/28,3144.02,3154.66,3154.73,3136.58
2017/5/2,3147.23,3143.71,3154.78,3136.54
2017/5/3,3138.31,3135.35,3148.29,3123.75
2017/5/4,3127.11,3127.37,3143.82,3111.39
2017/5/5,3114.77,3103.04,3117.61,3092.09
2017/5/8,3090.07,3078.61,3093.45,3067.69
2017/5/9,3064.85,3080.53,3084.21,3056.56
2017/5/10,3078.17,3052.78,3090.82,3051.59
2017/5/11,3036.79,3061.5,3063.56,3016.53
2017/5/12,3054.11,3083.51,3090.49,3051.87
2017/5/15,3085.93,3090.23,3098.91,3085.93
2017/5/16,3082.87,3112.96,3113.51,3060.53
2017/5/17,3107.8,3104.44,3119.58,3101.3
2017/5/18,3082.33,3090.14,3103.44,3077.96
2017/5/19,3086.71,3090.63,3095.48,3081.28
2017/5/22,3087.17,3075.68,3103.94,3063.15
2017/5/23,3069.39,3061.95,3084.24,3050.84
2017/5/24,3047.57,3064.08,3064.81,3022.3
2017/5/25,3055.34,3107.83,3114.66,3052.83
2017/5/26,3101.29,3110.06,3120.66,3100.39
2017/5/31,3125.33,3117.18,3143.28,3111.56
2017/6/1,3108.42,3102.62,3113.52,3097.68
2017/6/2,3094.23,3105.54,3110.39,3081.85
2017/6/5,3102.11,3091.66,3105.51,3084.83
2017/6/6,3084.54,3102.13,3102.86,3078.79
2017/6/7,3101.76,3140.32,3140.77,3098.95
2017/6/8,3136.47,3150.33,3153.26,3132.83
2017/6/9,3147.45,3158.4,3165.92,3146.11
2017/6/12,3149.53,3139.88,3164.95,3135.31
2017/6/13,3134.01,3153.74,3155.99,3131.04
2017/6/14,3146.75,3130.67,3149.17,3125.35
2017/6/15,3125.59,3132.49,3137.59,3117.08
2017/6/16,3126.37,3123.17,3134.25,3117.86
2017/6/19,3122.16,3144.37,3146.77,3121.78
2017/6/20,3148.02,3140.01,3150.46,3134.61
2017/6/21,3148.99,3156.21,3157.03,3132.62
2017/6/22,3152.24,3147.45,3186.98,3146.64
2017/6/23,3138.44,3157.87,3158.05,3118.09
2017/6/26,3157,3185.44,3187.89,3156.98
2017/6/27,3183.42,3191.2,3193.46,3172.46
2017/6/28,3183.63,3173.2,3193.44,3170.79
2017/6/29,3174.98,3188.06,3188.77,3174.28
2017/6/30,3176.95,3192.43,3193.24,3171.57
2017/7/3,3192,3195.91,3196.29,3177.02
2017/7/4,3192.89,3182.8,3193.06,3174.31
2017/7/5,3179.22,3207.13,3207.31,3174.71
2017/7/6,3203.86,3212.44,3215.95,3188.77
2017/7/7,3203.82,3217.96,3219.52,3195.29
2017/7/10,3208.46,3212.63,3223.34,3203.21
2017/7/11,3201.52,3203.04,3226.91,3199.22
2017/7/12,3201.93,3197.54,3215.2,3177.93
2017/7/13,3192.36,3218.16,3219.27,3190.34
2017/7/14,3212.03,3222.42,3222.98,3204.85
2017/7/17,3219.79,3176.46,3230.35,3139.5
2017/7/18,3159.73,3187.57,3187.67,3150.13
2017/7/19,3181.4,3230.98,3232.94,3179.73
2017/7/20,3227.51,3244.86,3246.24,3225.43
2017/7/21,3236.59,3237.98,3247.71,3231.96
2017/7/24,3230.9,3250.6,3261.1,3230.07
2017/7/25,3249.14,3243.69,3261.65,3233.14
2017/7/26,3244.46,3247.67,3264.85,3228.04
2017/7/27,3243.76,3249.78,3251.93,3220.64
2017/7/28,3240.17,3253.24,3256.37,3232.96
2017/7/31,3252.75,3273.03,3276.95,3251.19
2017/8/1,3274.37,3292.64,3292.64,3273.5
2017/8/2,3288.52,3285.06,3305.43,3282.04
2017/8/3,3279.99,3272.93,3293.37,3262.16
2017/8/4,3269.32,3262.08,3287.19,3261.31
2017/8/7,3257.67,3279.46,3280.1,3243.72
2017/8/8,3277.19,3281.87,3285.48,3269.66
2017/8/9,3277.81,3275.57,3277.94,3263.85
2017/8/10,3269.73,3261.75,3282.52,3236.18
2017/8/11,3237.92,3208.54,3245.12,3200.75
2017/8/14,3206.04,3237.36,3240.05,3206.04
2017/8/15,3235.23,3251.26,3263.59,3235.1
2017/8/16,3247.85,3246.45,3248.78,3228.87
2017/8/17,3253.85,3268.43,3269.14,3251.46
2017/8/18,3253.24,3268.72,3275.08,3248.08
2017/8/21,3274.58,3286.91,3287.52,3270.48
2017/8/22,3287.61,3290.23,3293.48,3274.94
2017/8/23,3283.8,3287.7,3299.46,3274.44
2017/8/24,3287.96,3271.51,3297.99,3266.36
2017/8/25,3271.46,3331.52,3331.91,3271.46
2017/8/28,3336.13,3362.65,3375.03,3336.13
2017/8/29,3362.06,3365.23,3374.59,3354.46
2017/8/30,3361.82,3363.63,3376.65,3357.08
2017/8/31,3361.46,3360.81,3367.36,3340.69
2017/9/1,3365.99,3367.12,3381.93,3358.47
2017/9/4,3369.72,3379.58,3381.4,3359.13
2017/9/5,3377.2,3384.32,3390.82,3371.57
2017/9/6,3372.43,3385.39,3391.01,3364.76
2017/9/7,3383.63,3365.5,3387.8,3363.18
2017/9/8,3364.43,3365.24,3380.89,3353.69
2017/9/11,3365.35,3376.42,3384.81,3360.05
2017/9/12,3381.49,3379.49,3391.07,3370.85
2017/9/13,3374.72,3384.15,3387.14,3366.54
2017/9/14,3383.47,3371.43,3391.64,3361.33
2017/9/15,3365.15,3353.62,3365.53,3345.33
2017/9/18,3352.51,3362.86,3371.75,3352.51
2017/9/19,3365.53,3356.84,3370.4,3344.71
2017/9/20,3352.18,3366,3370.1,3346.54
2017/9/21,3364.7,3357.81,3377.88,3356.88
2017/9/22,3347.16,3352.53,3356.45,3334.98
2017/9/25,3344.59,3341.55,3350.96,3334.94
2017/9/26,3336.35,3343.58,3347.16,3332.6
2017/9/27,3340.82,3345.27,3349.69,3340.3
2017/9/28,3343.84,3339.64,3344.6,3336.18
2017/9/29,3340.31,3348.94,3357.02,3340.31
2017/10/9,3403.25,3374.38,3410.17,3366.97
2017/10/10,3373.34,3382.99,3384.03,3358.8
2017/10/11,3381.49,3388.28,3395.78,3379.16
2017/10/12,3385.53,3386.1,3390.2,3372.53
2017/10/13,3384.49,3390.52,3395.75,3383.24
2017/10/16,3393.21,3378.47,3400.51,3374.77
2017/10/17,3373.23,3372.04,3382.41,3365.56
2017/10/18,3373.53,3381.79,3383.23,3371.92
2017/10/19,3374.64,3370.17,3378.74,3359.63
2017/10/20,3363.51,3378.65,3379.77,3360.1
2017/10/23,3382.28,3380.7,3385.29,3374.7
2017/10/24,3376.6,3388.25,3388.69,3374.12
2017/10/25,3384.86,3396.9,3398.3,3382.03
2017/10/26,3397.52,3407.57,3414.24,3391.45
2017/10/27,3404.5,3416.81,3421.1,3402.11
2017/10/30,3413.87,3390.34,3419.73,3357.28
2017/10/31,3381,3393.34,3397.1,3376.12
2017/11/1,3393.97,3395.91,3410.35,3388.6
2017/11/2,3391.65,3383.31,3391.65,3372.21
2017/11/3,3377.74,3371.74,3380.57,3347.36
2017/11/6,3369.68,3388.17,3389.38,3356.53
2017/11/7,3389.47,3413.57,3415.15,3387.95
2017/11/8,3409.15,3415.46,3434.49,3404.88
2017/11/9,3410.67,3427.79,3428.77,3408.62
2017/11/10,3423.18,3432.67,3438.79,3414.33
2017/11/13,3435.18,3447.84,3449.16,3435.08
2017/11/14,3446.55,3429.55,3450.49,3419.69
2017/11/15,3416.21,3402.52,3423.75,3396.38
2017/11/16,3393.19,3399.25,3409.65,3390.59
2017/11/17,3392.68,3382.91,3403.29,3373.3
2017/11/20,3361.36,3392.4,3393.11,3337.12
2017/11/21,3382.36,3410.5,3419.8,3377.6
2017/11/22,3417.33,3430.46,3442.18,3404.29
2017/11/23,3425.01,3351.92,3429.42,3342.33
2017/11/24,3340.38,3353.82,3360.75,3328.33
2017/11/27,3346.66,3322.23,3347.05,3315.26
2017/11/28,3311.23,3333.66,3333.8,3300.78
2017/11/29,3335.57,3337.86,3343.06,3305.57
2017/11/30,3328.64,3317.19,3340.92,3306.28
2017/12/1,3315.11,3317.62,3324.52,3302.44
2017/12/4,3310.38,3309.62,3324,3304.1
2017/12/5,3301.69,3303.68,3315.74,3300.51
2017/12/6,3291.31,3293.96,3296.2,3254.61
2017/12/7,3283.28,3272.05,3291.28,3259.16
2017/12/8,3264.48,3289.99,3297.13,3258.76
2017/12/11,3290.49,3322.2,3322.67,3288.29
2017/12/12,3320.31,3280.81,3320.31,3280.33
2017/12/13,3278.4,3303.04,3304.01,3273.32
2017/12/14,3302.93,3292.44,3309.53,3282.57
2017/12/15,3287.53,3266.14,3287.53,3259.39
2017/12/18,3268.03,3267.92,3280.54,3254.18
2017/12/19,3266.02,3296.54,3296.94,3266.02
2017/12/20,3296.74,3287.61,3300.21,3276.12
2017/12/21,3281.12,3300.06,3309.22,3267.4
2017/12/22,3297.69,3297.06,3307.33,3293.44
2017/12/25,3296.21,3280.46,3312.3,3270.44
2017/12/26,3277.84,3306.12,3307.3,3274.33
2017/12/27,3302.46,3275.78,3307.08,3270.35
2017/12/28,3272.29,3296.38,3304.1,3263.73
2017/12/29,3295.25,3307.17,3308.22,3292.77
2018/1/2,3314.03,3348.33,3349.05,3314.03
2018/1/3,3347.74,3369.11,3379.92,3345.29
2018/1/4,3371,3385.71,3392.83,3365.3
2018/1/5,3386.46,3391.75,3402.07,3380.24
2018/1/8,3391.55,3409.48,3412.73,3384.56
2018/1/9,3406.11,3413.9,3417.23,3403.59
2018/1/10,3414.11,3421.83,3430.21,3398.84
2018/1/11,3415.59,3425.34,3426.48,3405.64
2018/1/12,3423.88,3428.94,3435.42,3417.98
2018/1/15,3428.95,3410.49,3442.5,3402.31
2018/1/16,3403.47,3436.59,3437.58,3401.96
2018/1/17,3438.58,3444.67,3465.2,3430.51
2018/1/18,3449.88,3474.75,3476.55,3448.79
2018/1/19,3481.62,3487.86,3498.43,3474.29
2018/1/22,3476.99,3501.36,3503.39,3475.67
2018/1/23,3504.34,3546.5,3547.22,3504.34
2018/1/24,3553.48,3559.47,3569.49,3527.11
2018/1/25,3555.17,3548.31,3571.48,3528.03
2018/1/26,3535.49,3558.13,3574.9,3534.2
2018/1/29,3563.64,3523,3587.03,3510.27
2018/1/30,3511.5,3488.01,3523.05,3484.66
2018/1/31,3470.51,3480.83,3495.45,3454.73
2018/2/1,3478.67,3446.98,3495.09,3424.42
2018/2/2,3419.22,3462.08,3463.16,3388.86
2018/2/5,3411.67,3487.5,3487.72,3406.24
2018/2/6,3418.01,3370.65,3440.12,3364.22
2018/2/7,3412.74,3309.26,3425.54,3304.01
2018/2/8,3281.05,3262.05,3307.16,3225.71
2018/2/9,3172.85,3129.85,3180.11,3062.74
2018/2/12,3128.37,3154.13,3168.13,3113.61
2018/2/13,3176.11,3184.96,3219.22,3176.11
2018/2/14,3188.25,3199.16,3203.5,3171.38
2018/2/22,3237.57,3268.56,3269.92,3234.12
2018/2/23,3275.43,3289.02,3294.13,3258.49
2018/2/26,3307.3,3329.57,3335.99,3281.61
2018/2/27,3328.67,3292.07,3328.67,3284.63
2018/2/28,3264.06,3259.41,3277.83,3239.84
2018/3/1,3235.09,3273.75,3280.15,3228.58
2018/3/2,3248.45,3254.53,3269.94,3242.27
2018/3/5,3255.87,3256.93,3269.4,3236.72
2018/3/6,3266.49,3289.64,3290.25,3243.65
2018/3/7,3288.86,3271.67,3308.41,3264.76
2018/3/8,3268.35,3288.41,3289.5,3261.55
2018/3/9,3291.43,3307.17,3309.72,3283.56
2018/3/12,3319.21,3326.7,3333.56,3313.56
2018/3/13,3324.12,3310.24,3333.88,3307.38
2018/3/14,3298.67,3291.38,3304.98,3287.36
2018/3/15,3277.51,3291.11,3297.1,3273.2
2018/3/16,3290.21,3269.88,3300.57,3269.28
2018/3/19,3264.93,3279.25,3280.57,3251.05
2018/3/20,3257.22,3290.64,3292.57,3252.43
2018/3/21,3299.73,3280.95,3314.21,3268.88
2018/3/22,3281.26,3263.48,3288.8,3242.76
2018/3/23,3172.77,3152.76,3188.24,3110.66
2018/3/26,3117.32,3133.72,3134.28,3091.46
2018/3/27,3164.8,3166.65,3172.78,3143.57
2018/3/28,3130.57,3122.29,3165.21,3117.53
2018/3/29,3127.26,3160.53,3174.51,3098.25
2018/3/30,3161.79,3168.9,3177.72,3152.89
2018/4/2,3169.78,3163.18,3192.34,3159.99
2018/4/3,3130.01,3136.63,3144.33,3119.13
2018/4/4,3147.05,3131.11,3163.34,3128.87
2018/4/9,3125.44,3138.29,3146.09,3110.3
2018/4/10,3144.26,3190.32,3190.65,3139.08
2018/4/11,3197.37,3208.08,3220.85,3191.59
2018/4/12,3203.28,3180.16,3205.25,3177.05
2018/4/13,3192.04,3159.05,3197.9,3155.51
2018/4/16,3152.89,3110.65,3153.11,3096.1
2018/4/17,3112.97,3066.8,3118.76,3064.03
2018/4/18,3091.91,3091.4,3096.89,3041.63
2018/4/19,3094.27,3117.38,3127.44,3090.29
2018/4/20,3105.46,3071.54,3111.17,3065.92
2018/4/23,3063.44,3068.01,3085.06,3045.94
2018/4/24,3069.75,3128.93,3136.04,3069.75
2018/4/25,3112.4,3117.97,3122.91,3107
2018/4/26,3119.5,3075.03,3121.93,3067.93
2018/4/27,3082.41,3082.23,3088.03,3049.91
2018/5/2,3087.41,3081.18,3097.6,3064.76
2018/5/3,3074.52,3100.86,3105.66,3056.16
2018/5/4,3093.12,3091.03,3104.09,3086.78
2018/5/7,3094.9,3136.64,3136.84,3091.66
2018/5/8,3135.3,3161.5,3169.7,3134.06
2018/5/9,3160.14,3159.15,3165.37,3145.66
2018/5/10,3169.05,3174.41,3176.14,3155.53
2018/5/11,3179.8,3163.26,3180.76,3162.21
2018/5/14,3167.04,3174.03,3183.82,3163.48
2018/5/15,3180.42,3192.12,3192.81,3164.52
2018/5/16,3180.23,3169.57,3191.95,3166.81
2018/5/17,3170.01,3154.28,3172.77,3148.62
2018/5/18,3151.08,3193.3,3193.45,3144.78
2018/5/21,3206.18,3213.84,3219.74,3203.34
2018/5/22,3211.25,3214.35,3214.59,3192.23
2018/5/23,3205.44,3168.96,3205.44,3168.96
2018/5/24,3167.94,3154.65,3173.53,3152.07
2018/5/25,3148.41,3141.3,3156.73,3131.07
2018/5/28,3136.81,3135.08,3149.66,3115.96
2018/5/29,3129.62,3120.46,3143.21,3112.15
2018/5/30,3081.14,3041.44,3085.4,3041
2018/5/31,3061.83,3095.47,3098.08,3054.27
2018/6/1,3084.75,3075.14,3102.09,3059.79
2018/6/4,3083.43,3091.19,3098.4,3076.99
2018/6/5,3088.01,3114.21,3114.77,3080.05
2018/6/6,3109.17,3115.18,3117.53,3103.53
2018/6/7,3121.18,3109.5,3128.72,3105.58
2018/6/8,3100.6,3067.15,3100.68,3053.29
2018/6/11,3057.34,3052.78,3063.61,3037.91
2018/6/12,3053.03,3079.8,3081.45,3034.1
2018/6/13,3071.46,3049.8,3071.46,3044.12
2018/6/14,3038.07,3044.16,3066.05,3032.41
2018/6/15,3037.45,3021.9,3048.8,3008.73
2018/6/19,2982.65,2907.82,2984.97,2871.35
2018/6/20,2889.98,2915.73,2925.56,2872.16
2018/6/21,2912,2875.81,2940.59,2872.62
2018/6/22,2855.58,2889.76,2891.97,2837.14
2018/6/25,2903.45,2859.34,2908.62,2857.87
2018/6/26,2829.99,2844.51,2850.24,2803.79
2018/6/27,2842.4,2813.18,2854.26,2798.8
2018/6/28,2799.9,2786.9,2825.99,2782.45
2018/6/29,2789.81,2847.42,2848.37,2782.38
2018/7/2,2841.58,2775.56,2845.68,2756.82
2018/7/3,2774.57,2786.89,2786.89,2722.45
2018/7/4,2776.63,2759.13,2793.18,2754.16
2018/7/5,2755.34,2733.88,2777.52,2727.94
2018/7/6,2731.35,2747.23,2768.87,2691.02
2018/7/9,2752.45,2815.11,2815.79,2752.45
2018/7/10,2819.71,2827.63,2828.49,2800.63
2018/7/11,2780.7,2777.77,2794.36,2752.43
2018/7/12,2771.04,2837.66,2844.19,2771.04
2018/7/13,2831.43,2831.18,2835.46,2818.85
2018/7/16,2827.08,2814.04,2837.51,2804.49
2018/7/17,2806.89,2798.13,2806.92,2774.76
2018/7/18,2801.78,2787.26,2818.4,2786.04
2018/7/19,2791.02,2772.55,2805.01,2764.49
2018/7/20,2769.75,2829.27,2837.86,2753.84
2018/7/23,2815.2,2859.54,2863.57,2809.62
2018/7/24,2862.27,2905.56,2911.46,2862.27
2018/7/25,2911.45,2903.65,2912.31,2894.04
2018/7/26,2905.79,2882.23,2915.3,2875.7
2018/7/27,2879.69,2873.59,2889.69,2864.11
2018/7/30,2871.94,2869.05,2896.01,2850.3
2018/7/31,2866.9,2876.4,2884.68,2854.32
2018/8/1,2882.51,2824.53,2897.4,2823.93
2018/8/2,2815.34,2768.02,2815.34,2726.48
2018/8/3,2763.4,2740.44,2777.66,2740.43
2018/8/6,2736.53,2705.16,2760.47,2692.32
2018/8/7,2711.74,2779.37,2779.37,2696.04
2018/8/8,2771.13,2744.07,2779.91,2741.07
2018/8/9,2729.58,2794.38,2801.66,2726.22
2018/8/10,2791.4,2795.31,2806.11,2777.51
2018/8/13,2769.02,2785.87,2789.8,2742.56
2018/8/14,2780.74,2780.96,2789.44,2766.57
2018/8/15,2777.25,2723.26,2777.7,2721.24
2018/8/16,2691.43,2705.19,2732.95,2672.74
2018/8/17,2723.89,2668.97,2730.33,2665.59
2018/8/20,2673.07,2698.47,2698.47,2653.11
2018/8/21,2700.34,2733.83,2739.17,2696.29
2018/8/22,2731.96,2714.61,2731.96,2709.06
2018/8/23,2714.87,2724.62,2736.01,2700.8
2018/8/24,2717.08,2729.43,2748.82,2705.32
2018/8/27,2736.32,2780.9,2780.9,2736.32
2018/8/28,2782.29,2777.98,2791.39,2769.4
2018/8/29,2774.86,2769.29,2778.54,2762.35
2018/8/30,2769.33,2737.74,2780.53,2736.35
2018/8/31,2730.11,2725.25,2744.63,2710.54
2018/9/3,2716.4,2720.73,2722.85,2692.36
2018/9/4,2720.65,2750.58,2756.61,2712.38
2018/9/5,2741.38,2704.34,2745.47,2704.34
2018/9/6,2697.58,2691.59,2719.41,2683.74
2018/9/7,2696.68,2702.3,2728.55,2683.72
2018/9/10,2698.01,2669.48,2703.43,2667.32
2018/9/11,2668.49,2664.8,2680.57,2652.7
2018/9/12,2659.74,2656.11,2672.07,2647.17
2018/9/13,2679.21,2686.58,2689.06,2653.19
2018/9/14,2688.78,2681.64,2694.92,2675.29
2018/9/17,2671.29,2651.79,2671.29,2647.92
2018/9/18,2644.3,2699.95,2700.19,2644.3
2018/9/19,2694.8,2730.85,2746.08,2690.99
2018/9/20,2732.17,2729.24,2743.96,2724.08
2018/9/21,2733.87,2797.48,2797.49,2722.03
2018/9/25,2775.07,2781.14,2790.03,2771.16
2018/9/26,2785.32,2806.81,2827.34,2783.34
2018/9/27,2805.79,2791.77,2810.51,2786.32
2018/9/28,2794.26,2821.35,2821.76,2791.84
2018/10/8,2768.21,2716.51,2771.94,2710.18
2018/10/9,2713.73,2721.01,2734.31,2711.2
2018/10/10,2723.72,2725.84,2743.55,2703.06
2018/10/11,2643.07,2583.46,2661.29,2560.32
2018/10/12,2574.04,2606.91,2615.92,2536.67
2018/10/15,2605.91,2568.1,2611.97,2564.74
2018/10/16,2567.76,2546.33,2597.72,2536.44
2018/10/17,2574.31,2561.61,2582.55,2517.57
2018/10/18,2544.91,2486.42,2544.91,2485.62
2018/10/19,2460.08,2550.47,2553.39,2449.2
2018/10/22,2565.64,2654.88,2675.41,2565.64
2018/10/23,2652.65,2594.83,2659.81,2583.26
2018/10/24,2579.97,2603.3,2640.4,2577.77
2018/10/25,2540.93,2603.8,2606.1,2531.53
2018/10/26,2610.9,2598.85,2626.12,2580.85
2018/10/29,2593.59,2542.1,2595.54,2529.19
2018/10/30,2538.57,2568.05,2586.92,2521.78
2018/10/31,2573.01,2602.78,2612.92,2567.03
2018/11/1,2617.03,2606.24,2636.8,2603.65
2018/11/2,2649.25,2676.48,2676.48,2628.87
2018/11/5,2665.43,2665.43,2673.19,2639.27
2018/11/6,2660.72,2659.36,2660.86,2635.32
2018/11/7,2659.84,2641.34,2675.68,2639.25
2018/11/8,2660.09,2635.63,2662.37,2632.3
2018/11/9,2621.24,2598.87,2621.24,2598.16
2018/11/12,2593.2,2630.52,2631.17,2590.21
2018/11/13,2600.5,2654.88,2666.49,2597.35
2018/11/14,2648.31,2632.24,2658.31,2627.96
2018/11/15,2632.14,2668.17,2668.17,2631.89
2018/11/16,2669.78,2679.11,2695.57,2657.03
2018/11/19,2681.9,2703.51,2703.51,2674.18
2018/11/20,2684.29,2645.85,2690.83,2643.36
2018/11/21,2619.82,2651.51,2653.8,2617.78
2018/11/22,2655.9,2645.43,2658,2634.48
2018/11/23,2640.67,2579.48,2642.04,2577.35
2018/11/26,2580.84,2575.81,2595,2568.04
2018/11/27,2585.83,2574.68,2592.54,2566.17
2018/11/28,2575.45,2601.74,2601.96,2561.56
2018/11/29,2613.78,2567.44,2617.55,2567.44
2018/11/30,2564.56,2588.19,2590.21,2555.32
2018/12/3,2647.13,2654.8,2665.3,2629.18
2018/12/4,2651.56,2665.96,2666.08,2644.9
2018/12/5,2629.83,2649.81,2660.39,2625.91
2018/12/6,2629.82,2605.18,2633.68,2603.13
2018/12/7,2609.34,2605.89,2614.58,2599.28
2018/12/10,2589.19,2584.58,2599.76,2576.24
2018/12/11,2587.01,2594.09,2596.15,2583.2
2018/12/12,2608.11,2602.15,2610.01,2595.07
2018/12/13,2607.14,2634.05,2645.84,2599.46
2018/12/14,2627.28,2593.74,2629.16,2593.74
2018/12/17,2587.26,2597.97,2598.97,2573.87
2018/12/18,2583.63,2576.65,2599.15,2563.57
2018/12/19,2578.68,2549.56,2579.87,2547.08
2018/12/20,2544.51,2536.27,2554.86,2516.02
2018/12/21,2526.55,2516.25,2527.42,2498.69
2018/12/24,2506.74,2527.01,2529.44,2500.44
2018/12/25,2503.95,2504.82,2513.96,2462.84
2018/12/26,2501.12,2498.29,2513.83,2492.08
2018/12/27,2527.72,2483.09,2532,2483.09
2018/12/28,2483.62,2493.9,2505.11,2478.32
2019/1/2,2497.88,2465.29,2500.28,2456.42
2019/1/3,2461.78,2464.36,2488.48,2455.93
2019/1/4,2446.02,2514.87,2515.32,2440.91
2019/1/7,2528.7,2533.09,2536.98,2515.51
2019/1/8,2530.3,2526.46,2531.34,2520.16
2019/1/9,2536.42,2544.34,2574.41,2536.16
2019/1/10,2543.85,2535.1,2551.83,2531.66
2019/1/11,2539.55,2553.83,2554.79,2533.36
2019/1/14,2553.33,2535.77,2556.29,2533.01
2019/1/15,2537.37,2570.34,2571.5,2532.43
2019/1/16,2569.07,2570.42,2574.24,2563.01
2019/1/17,2573.58,2559.64,2582.56,2557.71
2019/1/18,2567.74,2596.01,2598.88,2565.9
2019/1/21,2599.06,2610.51,2618.98,2599.06
2019/1/22,2609.64,2579.7,2609.64,2573.06
2019/1/23,2575.26,2581,2589.51,2572.41
2019/1/24,2584.65,2591.69,2597.29,2569.7
2019/1/25,2596.26,2601.72,2617,2595.63
2019/1/28,2615.71,2596.98,2630.32,2591.1
2019/1/29,2592.35,2594.25,2601.74,2559.98
2019/1/30,2584.75,2575.58,2598.82,2575.41
2019/1/31,2581.33,2584.57,2606.63,2571.58
2019/2/1,2597.78,2618.23,2618.48,2590.55
2019/2/11,2613.17,2653.9,2654.1,2613.17
2019/2/12,2654.03,2671.89,2674.48,2648.83
2019/2/13,2674.52,2721.07,2727.07,2666.52
2019/2/14,2715.54,2719.7,2729.45,2707.49
2019/2/15,2712.79,2682.39,2715.63,2679.78
2019/2/18,2699.82,2754.36,2754.36,2699.82
2019/2/19,2759.5,2755.65,2780.78,2737.59
2019/2/20,2761.06,2761.22,2767.41,2739.98
2019/2/21,2759.94,2751.8,2794.01,2744.98
2019/2/22,2749.46,2804.23,2804.23,2736.33
2019/2/25,2838.39,2961.28,2961.8,2838.39
2019/2/26,2969.1,2941.52,2995.68,2938.62
2019/2/27,2939.93,2953.82,2997.49,2924.64
2019/2/28,2950.05,2940.95,2965.3,2930.2
2019/3/1,2954.4,2994.01,2994.01,2930.83
2019/3/4,3015.94,3027.58,3090.8,3006.94
2019/3/5,3019.88,3054.25,3054.96,3009.45
2019/3/6,3060.43,3102.1,3103.83,3050.11
2019/3/7,3103.67,3106.42,3129.94,3074.98
2019/3/8,3038.34,2969.86,3075.05,2969.58
2019/3/11,2969.08,3026.99,3028.25,2963.58
2019/3/12,3049.08,3060.31,3093.39,3029.9
2019/3/13,3062.33,3026.95,3065.29,3013.93
2019/3/14,3013.6,2990.68,3041.16,2968.82
2019/3/15,3000.88,3021.75,3048.12,2999.43
2019/3/18,3027.8,3096.42,3096.42,3009.51
2019/3/19,3099.9,3090.97,3113.43,3076.36
2019/3/20,3084.17,3090.64,3102.52,3053.45
2019/3/21,3094.12,3101.45,3125.02,3086.85
2019/3/22,3100.73,3104.15,3107.28,3064.88
2019/3/25,3058.8,3043.03,3087,3041.95
2019/3/26,3057.56,2997.1,3062.69,2988.49
2019/3/27,3012.26,3022.72,3022.76,2987.77
