,index,balance,net_worth,open_amount,price_x,step,symbol,type,amount,price_y
473,473,2943.1714284603986,11308359.102847593,0.9473036800000023,3831.8385076244604,473,ETH/BTC,TradeType.MARKET_SELL,0.31576789,3831.8385076244604
474,474,3844.4667251070064,14777015.280140147,0.7104777600000023,3805.7291053555614,474,ETH/BTC,TradeType.MARKET_SELL,0.23682592,3805.7291053555614
475,475,1016.9089401799706,3913536.966664967,1.4460982700000022,3843.77236154962,475,ETH/BTC,TradeType.LIMIT_BUY,0.73562051,3843.77236154962
476,476,6560.571077534572,25212274.65096536,2.220446049250313e-15,3833.5307166604944,476,ETH/BTC,TradeType.MARKET_SELL,1.44609827,3833.5307166604944
477,477,6560.571077534572,25212274.65096536,2.220446049250313e-15,3841.2278283748806,,,,,
478,478,6560.571077534572,25212274.65096536,2.220446049250313e-15,3832.663563849318,,,,,
479,479,6560.571077534572,25225395.79312043,2.220446049250313e-15,3844.0,,,,,
480,480,6560.571077534572,25133547.798034944,2.220446049250313e-15,3830.0,,,,,
481,481,6560.571077534572,25172911.224500153,2.220446049250313e-15,3803.624108677215,,,,,
482,482,6560.571077534572,25159790.082345083,2.220446049250313e-15,3828.98309238097,,,,,
483,483,1709.9093500807276,6565745.1703520315,1.2572977300000021,3858.0056351917897,483,ETH/BTC,TradeType.MARKET_BUY,1.25729773,3858.0056351917897
484,484,4106.200394878664,15749688.754088918,0.6286488600000021,3811.81158378275,484,ETH/BTC,TradeType.MARKET_SELL,0.62864887,3811.81158378275
485,485,4106.200394878664,15741475.096001439,0.6286488600000021,3832.0,,,,,
486,486,4702.737873640003,18027401.006466612,0.47148664000000207,3795.679895342145,486,ETH/BTC,TradeType.MARKET_SELL,0.15716222,3795.679895342145
487,487,3543.2555190565063,13598432.452972295,0.771904680000002,3859.5630095432916,487,ETH/BTC,TradeType.MARKET_BUY,0.30041804,3859.5630095432916
488,488,914.6404081157389,3518702.7405773536,1.450242970000002,3875.079955962338,488,ETH/BTC,TradeType.MARKET_BUY,0.67833829,3875.079955962338
489,489,237.1621462275449,918135.5827762302,1.6251640300000019,3873.05143181841,489,ETH/BTC,TradeType.MARKET_BUY,0.17492106,3873.05143181841
490,490,237.1621462275449,918135.5827762302,1.6251640300000019,3844.0,,,,,
491,491,4919.558860105324,18907425.66944518,0.4062910100000019,3841.57876747307,491,ETH/BTC,TradeType.LIMIT_SELL,1.21887302,3841.57876747307
492,492,51.909218876680825,205765.60904613105,1.6620571200000018,3876.2390563547247,492,ETH/BTC,TradeType.MARKET_BUY,1.25576611,3876.2390563547247
493,493,1.0034882172244721,10282.247817984757,1.675314370000002,3839.8408915466143,493,ETH/BTC,TradeType.MARKET_BUY,0.01325725,3839.8408915466143
494,494,1.0034882172244721,10276.890212810307,1.675314370000002,3868.1878524356375,,,,,
495,495,6414.911047474825,24639673.3333508,1.9984014443252818e-15,3828.48,495,ETH/BTC,TradeType.LIMIT_SELL,1.67531437,3828.48
496,496,6414.911047474825,24639673.3333508,1.9984014443252818e-15,3840.0,,,,,
497,497,6414.911047474825,24626843.511255853,1.9984014443252818e-15,3823.617748037857,,,,,
498,498,6414.911047474825,24626843.511255853,1.9984014443252818e-15,3834.7935394770498,,,,,
499,499,6414.911047474825,24639673.3333508,1.9984014443252818e-15,3809.2980999423876,,,,,
500,500,6414.911047474825,24652503.15544575,1.9984014443252818e-15,3817.6191889273646,,,,,
501,501,6414.911047474825,24626843.511255853,1.9984014443252818e-15,3838.0,,,,,
502,502,3266.058444650284,12548074.427456941,0.818734780000002,3845.998337611285,502,ETH/BTC,TradeType.LIMIT_BUY,0.81873478,3845.998337611285
503,503,3266.058444650284,12561141.936174663,0.818734780000002,3844.0,,,,,
504,504,6405.464209169084,24641820.812673464,1.9984014443252818e-15,3834.46,504,ETH/BTC,TradeType.LIMIT_SELL,0.81873478,3834.46
505,505,6405.464209169084,24616198.955836788,1.9984014443252818e-15,3813.7011443735264,,,,,
506,506,6405.464209169084,24629009.884255126,1.9984014443252818e-15,3844.0,,,,,
507,507,6405.464209169084,24641820.812673464,1.9984014443252818e-15,3812.783524724872,,,,,
508,508,3256.736253282984,12525290.205527352,0.816678370000002,3855.53,508,ETH/BTC,TradeType.LIMIT_BUY,0.81667837,3855.53
509,509,3256.736253282984,12525290.205527352,0.816678370000002,3844.0,,,,,
510,510,5605.376669841784,21564669.285124484,0.204169590000002,3834.46,510,ETH/BTC,TradeType.LIMIT_SELL,0.61250878,3834.46
511,511,6192.536754809184,23822885.20482133,0.051042400000002014,3834.46,511,ETH/BTC,TradeType.LIMIT_SELL,0.15312719,3834.46
512,512,6388.155221537184,24562456.82681047,2.0122792321330962e-15,3832.47,512,ETH/BTC,TradeType.LIMIT_SELL,0.0510424,3832.47
513,513,6388.155221537184,24562456.82681047,2.0122792321330962e-15,3817.0675598445778,,,,,
514,514,6388.155221537184,24575233.137253545,2.0122792321330962e-15,3826.603426401718,,,,,
515,515,97.38060078928811,381079.5895529299,1.627249770000002,3865.893691752002,515,ETH/BTC,TradeType.MARKET_BUY,1.62724977,3865.893691752002
516,516,4789.558611357219,18446156.44023065,0.40681244000000194,3844.6693617343967,516,ETH/BTC,TradeType.LIMIT_SELL,1.22043733,3844.6693617343967
517,517,5566.332066717263,21425594.831929307,0.20340622000000194,3818.828427960778,517,ETH/BTC,TradeType.MARKET_SELL,0.20340622,3818.828427960778
518,518,70.19443653651979,276417.2010388247,1.621313620000002,3876.2317131434274,518,ETH/BTC,TradeType.MARKET_BUY,1.4179074,3876.2317131434274
519,519,3188.859855311004,12277040.990496933,0.810656810000002,3847.0847099581933,519,ETH/BTC,TradeType.LIMIT_SELL,0.81065681,3847.0847099581933
520,520,3188.859855311004,12277040.990496933,0.810656810000002,3848.0,,,,,
521,521,4737.5490047323765,18245861.73156438,0.40532840000000203,3820.8255607382,521,ETH/BTC,TradeType.MARKET_SELL,0.40532841,3820.8255607382
522,522,79.88166082587577,313828.5263159476,1.6114936300000022,3861.55,522,ETH/BTC,TradeType.LIMIT_BUY,1.20616523,3861.55
523,523,20.98058913487577,87059.2241309066,1.6267468500000022,3861.55,523,ETH/BTC,TradeType.LIMIT_BUY,0.01525322,3861.55
524,524,4680.14726080181,18034173.953076296,0.4066867100000022,3818.800827037046,524,ETH/BTC,TradeType.MARKET_SELL,1.22006014,3818.800827037046
525,525,5461.481921000211,21054796.490726713,0.20334335000000223,3842.44,525,ETH/BTC,TradeType.LIMIT_SELL,0.20334336,3842.44
526,526,5852.13524020036,22548668.71976483,0.10167167000000223,3842.3021946735744,526,ETH/BTC,TradeType.MARKET_SELL,0.10167168,3842.3021946735744
527,527,2963.140355573725,11414313.070927417,0.8466393800000022,3878.013564677368,527,ETH/BTC,TradeType.MARKET_BUY,0.74496771,3878.013564677368
528,528,6214.608096100925,23944884.994276863,2.1094237467877974e-15,3840.44,528,ETH/BTC,TradeType.LIMIT_SELL,0.84663938,3840.44
529,529,6214.608096100925,23932455.77808466,2.1094237467877974e-15,3850.0,,,,,
530,530,6214.608096100925,23944884.994276863,2.1094237467877974e-15,3819.7880370197095,,,,,
531,531,6214.608096100925,23944884.994276863,2.1094237467877974e-15,3834.6181585667455,,,,,
532,532,1624.3615072830507,6266482.270475821,1.185433290000002,3872.2099569330253,532,ETH/BTC,TradeType.MARKET_BUY,1.18543329,3872.2099569330253
533,533,2755.0779627592783,10618740.10729594,0.889074970000002,3815.369365962891,533,ETH/BTC,TradeType.MARKET_SELL,0.29635832,3815.369365962891
534,534,2755.0779627592783,10618740.10729594,0.889074970000002,3852.0,,,,,
535,535,6181.561395909188,23829919.18122992,1.9984014443252818e-15,3853.9870638242232,535,ETH/BTC,TradeType.LIMIT_SELL,0.88907497,3853.9870638242232
536,536,64.73666488182062,255489.52403397483,1.572989160000002,3888.6629905493864,536,ETH/BTC,TradeType.MARKET_BUY,1.57298916,3888.6629905493864
537,537,64.73666488182062,255356.9047258912,1.572989160000002,3850.0,,,,,
538,538,1570.5773778383173,6052835.488254859,1.1797418700000022,3829.2462561064226,538,ETH/BTC,TradeType.MARKET_SELL,0.39324729,3829.2462561064226
539,539,1184.8861328695366,4570295.504819805,1.2796559900000022,3860.227613161989,539,ETH/BTC,TradeType.MARKET_BUY,0.09991412,3860.227613161989
540,540,1184.8861328695366,4570295.504819805,1.2796559900000022,3852.0,,,,,
541,541,4870.717660945136,18768107.456349608,0.31991400000000214,3840.44,541,ETH/BTC,TradeType.LIMIT_SELL,0.95974199,3840.44
542,542,5485.022922025136,21134409.472926848,0.15995700000000215,3840.44,542,ETH/BTC,TradeType.LIMIT_SELL,0.159957,3840.44
543,543,4136.888471593136,15933117.440699168,0.5090744400000021,3861.55,543,ETH/BTC,TradeType.LIMIT_BUY,0.34911744,3861.55
544,544,4624.18149048334,17809192.872296844,0.3818058300000021,3828.854726159133,544,ETH/BTC,TradeType.MARKET_SELL,0.12726861,3828.854726159133
545,545,1217.9769473332813,4697735.354277213,1.2643240400000022,3859.6422199039484,545,ETH/BTC,TradeType.LIMIT_BUY,0.88251821,3859.6422199039484
546,546,4859.647409466481,18725439.01272487,0.3160810100000022,3840.44,546,ETH/BTC,TradeType.LIMIT_SELL,0.94824303,3840.44
547,547,1267.613174926797,4886367.811102095,1.2440193400000021,3870.9837910668953,547,ETH/BTC,TradeType.MARKET_BUY,0.92793833,3870.9837910668953
548,548,19.226035843041927,80112.39050652055,1.5665821400000022,3870.2142314109224,548,ETH/BTC,TradeType.MARKET_BUY,0.3225628,3870.2142314109224
549,549,19.226035843041927,80112.39050652055,1.5665821400000022,3852.0,,,,,
550,550,19.226035843041927,80153.97574248664,1.5665821400000022,3854.0,,,,,
551,551,19.226035843041927,80153.97574248664,1.5665821400000022,3854.0,,,,,
552,552,14.48637800817202,61887.30611136314,1.5678045900000022,3877.1792996604427,552,ETH/BTC,TradeType.MARKET_BUY,0.00122245,3877.1792996604427
553,553,3031.5165094779813,11689517.303463278,0.7839022900000021,3848.732337524471,553,ETH/BTC,TradeType.MARKET_SELL,0.7839023,3848.732337524471
554,554,3784.5408786687813,14591670.95684703,0.5879267200000021,3842.44,554,ETH/BTC,TradeType.LIMIT_SELL,0.19597557,3842.44
555,555,993.1913915539212,3833800.8836131264,1.309825940000002,3866.674751518446,555,ETH/BTC,TradeType.MARKET_BUY,0.72189922,3866.674751518446
556,556,504.9692307739212,1952191.215933226,1.436126440000002,3865.56,556,ETH/BTC,TradeType.LIMIT_BUY,0.1263005,3865.56
557,557,3245.134459929141,12499777.348584123,0.718063220000002,3816.0501092859486,557,ETH/BTC,TradeType.MARKET_SELL,0.71806322,3816.0501092859486
558,558,1649.925953845641,6358219.828851064,1.131163790000002,3861.55,558,ETH/BTC,TradeType.LIMIT_BUY,0.41310057,3861.55
559,559,1649.925953845641,6358219.828851064,1.131163790000002,3850.0,,,,,
560,560,1649.925953845641,6361521.9430863345,1.131163790000002,3852.0,,,,,
561,561,1649.925953845641,6361521.9430863345,1.131163790000002,3852.0,,,,,
562,562,839.1068547833498,3238244.581493247,1.341087750000002,3862.441900687712,562,ETH/BTC,TradeType.MARKET_BUY,0.20992396,3862.441900687712
563,563,222.21599446386654,861980.9648218778,1.501230050000002,3852.1418783137456,563,ETH/BTC,TradeType.LIMIT_BUY,0.1601423,3852.1418783137456
564,564,222.21599446386654,861980.9648218778,1.501230050000002,3852.0,,,,,
565,565,2.9543234083298273,17374.650812978172,1.557805550000002,3875.558696883575,565,ETH/BTC,TradeType.MARKET_BUY,0.0565755,3875.558696883575
566,566,2.9543234083298273,17365.626555061513,1.557805550000002,3883.950340353004,,,,,
567,567,1493.3536527957367,5749424.99240456,1.168354160000002,3826.9200410028243,567,ETH/BTC,TradeType.MARKET_SELL,0.38945139,3826.9200410028243
568,568,392.23172075970274,1514506.7566005564,1.453803130000002,3857.508864144908,568,ETH/BTC,TradeType.MARKET_BUY,0.28544897,3857.508864144908
569,569,3165.6123985043423,12180906.560445966,0.7269015600000021,3815.345560121214,569,ETH/BTC,TradeType.MARKET_SELL,0.72690157,3815.345560121214
570,570,3165.6123985043423,12180906.560445966,0.7269015600000021,3846.0,,,,,
571,571,5939.773715099988,22850309.481989656,2.1094237467877974e-15,3816.4195391128974,571,ETH/BTC,TradeType.MARKET_SELL,0.72690156,3816.4195391128974
572,572,1560.0557685037884,6005901.157262454,1.1353655300000023,3857.54,572,ETH/BTC,TradeType.LIMIT_BUY,1.13536553,3857.54
573,573,3729.446151121041,14349362.651257604,0.5676827600000023,3821.483577205017,573,ETH/BTC,TradeType.MARKET_SELL,0.56768277,3821.483577205017
574,574,4811.217370568547,18509844.878524683,0.2838413800000023,3811.182215389124,574,ETH/BTC,TradeType.MARKET_SELL,0.28384138,3811.182215389124
575,575,1265.629303680199,4876036.370805886,1.2030096000000023,3857.38757034958,575,ETH/BTC,TradeType.MARKET_BUY,0.91916822,3857.38757034958
576,576,332.41203104279896,1284346.2838555076,1.4449299100000024,3857.54,576,ETH/BTC,TradeType.LIMIT_BUY,0.24192031,3857.54
577,577,332.41203104279896,1284346.2838555076,1.4449299100000024,3846.0,,,,,
578,578,87.80881936372421,343780.6082285745,1.5084362000000024,3851.637557147091,578,ETH/BTC,TradeType.MARKET_BUY,0.06350629,3851.637557147091
579,579,87.80881936372421,343601.973717447,1.5084362000000024,3846.0,,,,,
580,580,1.4805459497242168,11583.175912389072,1.5308153000000024,3857.54,580,ETH/BTC,TradeType.LIMIT_BUY,0.0223791,3857.54
581,581,1.4805459497242168,11577.153189889623,1.5308153000000024,3849.0844042808567,,,,,
582,582,1.4805459497242168,11577.153189889623,1.5308153000000024,3862.091688048831,,,,,
583,583,1.4805459497242168,11577.153189889623,1.5308153000000024,3847.49831413556,,,,,
584,584,1.4805459497242168,11577.153189889623,1.5308153000000024,3863.225564429519,,,,,
585,585,5868.284258740723,22563552.974858083,2.4424906541753444e-15,3832.47,585,ETH/BTC,TradeType.LIMIT_SELL,1.5308153,3832.47
586,586,1541.2771162181225,5927442.018095885,1.1228684200000025,3853.53,586,ETH/BTC,TradeType.LIMIT_BUY,1.12286842,3853.53
587,587,3689.1580722583903,14186970.940936752,0.5614342100000025,3825.703738360133,587,ETH/BTC,TradeType.MARKET_SELL,0.56143421,3825.703738360133
588,588,2784.272768079005,10708590.972713213,0.7966127600000025,3847.6523653172676,588,ETH/BTC,TradeType.MARKET_BUY,0.23517855,3847.6523653172676
589,589,5834.220077741336,22444244.63907092,2.4424906541753444e-15,3828.6448106383973,589,ETH/BTC,TradeType.MARKET_SELL,0.79661276,3828.6448106383973
590,590,5834.220077741336,22444244.63907092,2.4424906541753444e-15,3837.1309580370266,,,,,
591,591,5834.220077741336,22444244.63907092,2.4424906541753444e-15,3837.128491466714,,,,,
592,592,5834.220077741336,22444244.63907092,2.4424906541753444e-15,3831.05419642216,,,,,
593,593,5834.220077741336,22444244.63907092,2.4424906541753444e-15,3846.0,,,,,
594,594,5834.220077741336,22444244.63907092,2.4424906541753444e-15,3845.058050071664,,,,,
595,595,5834.220077741336,22444244.63907092,2.4424906541753444e-15,3820.983259306488,,,,,
596,596,5834.220077741336,22455913.079226404,2.4424906541753444e-15,3848.0,,,,,
597,597,5834.220077741336,22455913.079226404,2.4424906541753444e-15,3818.82480113861,,,,,
598,598,4401.367474004856,16942293.08020453,0.37153658000000245,3856.558629399238,598,ETH/BTC,TradeType.MARKET_BUY,0.37153658,3856.558629399238
599,599,4401.367474004856,16942293.08020453,0.37153658000000245,3848.0,,,,,
600,600,3319.577782955256,12792842.909545083,0.6515347400000024,3863.56,600,ETH/BTC,TradeType.LIMIT_BUY,0.27999816,3863.56
601,601,1687.7735448144563,6507128.10177194,1.0738924200000024,3863.56,601,ETH/BTC,TradeType.LIMIT_BUY,0.42235768,3863.56
602,602,2718.8284153828563,10478748.359652264,0.8054193100000024,3840.44,602,ETH/BTC,TradeType.LIMIT_SELL,0.26847311,3840.44
603,603,2718.8284153828563,10478748.359652264,0.8054193100000024,3852.0,,,,,
604,604,52.02397811087758,206321.51188099306,1.4969061400000023,3856.623613890056,604,ETH/BTC,TradeType.LIMIT_BUY,0.69148683,3856.623613890056
605,605,13.39644130421678,57450.6028530157,1.5068296900000022,3892.511934404603,605,ETH/BTC,TradeType.MARKET_BUY,0.00992355,3892.511934404603
606,606,6.81115059941678,32070.872783331695,1.5085332700000023,3865.56,606,ETH/BTC,TradeType.LIMIT_BUY,0.00170358,3865.56
607,607,6.81115059941678,32070.872783331695,1.5085332700000023,3854.0,,,,,
608,608,6.81115059941678,32087.51215107053,1.5085332700000023,3857.815517124481,,,,,
609,609,5808.08725025611,22401792.524237815,2.220446049250313e-15,3845.6401426643333,609,ETH/BTC,TradeType.LIMIT_SELL,1.50853327,3845.6401426643333
610,610,5808.08725025611,22413408.698738325,2.220446049250313e-15,3855.915064182948,,,,,
611,611,5808.08725025611,22425024.87323884,2.220446049250313e-15,3825.338580758518,,,,,
612,612,1525.4666762831093,5897147.577213051,1.1055947000000022,3873.59,612,ETH/BTC,TradeType.LIMIT_BUY,1.1055947,3873.59
613,613,4718.211362155409,18227517.943669885,0.2763986700000022,3850.41,613,ETH/BTC,TradeType.LIMIT_SELL,0.82919603,3850.41
614,614,2398.881066310609,9270257.401550064,0.8751533900000021,3873.59,614,ETH/BTC,TradeType.LIMIT_BUY,0.59875472,3873.59
615,615,3238.315520447214,12518625.681043042,0.6563650400000022,3836.7420117963543,615,ETH/BTC,TradeType.MARKET_SELL,0.21878835,3836.7420117963543
616,616,854.5954395333019,3307928.211168372,1.2724734400000022,3868.9946134704737,616,ETH/BTC,TradeType.LIMIT_BUY,0.6161084,3868.9946134704737
617,617,435.1383551964355,1686272.5949207903,1.3809240800000022,3867.7234577579848,617,ETH/BTC,TradeType.MARKET_BUY,0.10845064,3867.7234577579848
618,618,435.1383551964355,1687145.6334793433,1.3809240800000022,3864.0,,,,,
619,619,435.1383551964355,1687145.6334793433,1.3809240800000022,3864.0,,,,,
620,620,8.132516088535795,37194.58709403085,1.4913075600000023,3868.385369875091,620,ETH/BTC,TradeType.MARKET_BUY,0.11038348,3868.385369875091
621,621,8.132516088535795,37194.58709403085,1.4913075600000023,3864.0,,,,,
622,622,5761.430820626603,22267930.12172182,2.220446049250313e-15,3857.8885126405903,622,ETH/BTC,TradeType.MARKET_SELL,1.49130756,3857.8885126405903
623,623,4346.134801567216,16781838.304612618,0.36576056000000223,3869.4604444486513,623,ETH/BTC,TradeType.MARKET_BUY,0.36576056,3869.4604444486513
624,624,5048.791987432709,19494091.78135849,0.18288028000000223,3842.170330587274,624,ETH/BTC,TradeType.MARKET_SELL,0.18288028,3842.170330587274
625,625,2570.7577624966607,9928876.046834208,0.8239186100000022,3865.6568709956055,625,ETH/BTC,TradeType.MARKET_BUY,0.64103833,3865.6568709956055
626,626,40.1532582768923,160731.9076982812,1.4767299200000021,3876.471601295891,626,ETH/BTC,TradeType.MARKET_BUY,0.65281131,3876.471601295891
627,627,10.43673246536784,46025.920156585235,1.4843772300000022,3885.8795853083584,627,ETH/BTC,TradeType.MARKET_BUY,0.00764731,3885.8795853083584
628,628,1438.5634969555679,5558590.933816648,1.1132829200000023,3848.42,628,ETH/BTC,TradeType.LIMIT_SELL,0.37109431,3848.42
629,629,733.4399247568535,2836813.8600916117,1.2959353900000024,3860.4655726731444,629,ETH/BTC,TradeType.LIMIT_BUY,0.18265247,3860.4655726731444
630,630,190.78967051143798,741796.244528179,1.4356936300000023,3882.7782479617345,630,ETH/BTC,TradeType.MARKET_BUY,0.13975824,3882.7782479617345
631,631,190.78967051143798,741796.244528179,1.4356936300000023,3858.0,,,,,
632,632,190.78967051143798,741796.244528179,1.4356936300000023,3858.0,,,,,
633,633,49.255086900220135,195754.54511988952,1.4720489300000024,3893.0935410027655,633,ETH/BTC,TradeType.MARKET_BUY,0.0363553,3893.0935410027655
634,634,4304.766381594293,16622123.526543364,0.3680122300000024,3854.5016616694656,634,ETH/BTC,TradeType.MARKET_SELL,1.1040367,3854.5016616694656
635,635,4304.766381594293,16622123.526543364,0.3680122300000024,3860.0,,,,,
636,636,5721.032007770893,22088904.58200342,2.3869795029440866e-15,3848.42,636,ETH/BTC,TradeType.LIMIT_SELL,0.36801223,3848.42
637,637,5721.032007770893,22100346.64601896,2.3869795029440866e-15,3860.6360983613063,,,,,
638,638,5721.032007770893,22100346.64601896,2.3869795029440866e-15,3850.9056614136034,,,,,
639,639,5721.032007770893,22111788.710034505,2.3869795029440866e-15,3864.0,,,,,
640,640,5721.032007770893,22111788.710034505,2.3869795029440866e-15,3864.0,,,,,
641,641,5721.032007770893,22100346.64601896,2.3869795029440866e-15,3862.0,,,,,
642,642,5721.032007770893,22100346.64601896,2.3869795029440866e-15,3833.9464424259922,,,,,
643,643,5721.032007770893,22100346.64601896,2.3869795029440866e-15,3857.39864401769,,,,,
644,644,72.2114529659375,284705.00997182843,1.4512795700000025,3892.3035034558884,644,ETH/BTC,TradeType.MARKET_BUY,1.45127957,3892.3035034558884
645,645,36.635301866471224,147162.40355959834,1.4604434100000026,3882.231804512767,645,ETH/BTC,TradeType.MARKET_BUY,0.00916384,3882.231804512767
646,646,18.644210131293725,77720.98041977026,1.4650901300000025,3871.7830502327447,646,ETH/BTC,TradeType.LIMIT_BUY,0.00464672,3871.7830502327447
647,647,18.644210131293725,77720.98041977026,1.4650901300000025,3864.0,,,,,
648,648,4.8968385232937255,24613.819257936848,1.4686354600000024,3877.6,648,ETH/BTC,TradeType.LIMIT_BUY,0.00354533,3877.6
649,649,5659.745500061894,21863596.866739094,2.4424906541753444e-15,3850.41,649,ETH/BTC,TradeType.LIMIT_SELL,1.46863546,3850.41
650,650,82.55231943809304,324447.2813054734,1.4364762600000025,3882.551585380047,650,ETH/BTC,TradeType.MARKET_BUY,1.43647626,3882.551585380047
651,651,41.97208703139304,167726.30233245133,1.4469523900000025,3873.59,651,ETH/BTC,TradeType.LIMIT_BUY,0.01047613,3873.59
652,652,4220.492041390293,16305157.788432902,0.3617381000000026,3850.41,652,ETH/BTC,TradeType.LIMIT_SELL,1.08521429,3850.41
653,653,5614.055515211293,21698324.566291645,2.609024107869118e-15,3852.41,653,ETH/BTC,TradeType.LIMIT_SELL,0.3617381,3852.41
654,654,5614.055515211293,21698324.566291645,2.609024107869118e-15,3864.0,,,,,
655,655,5614.055515211293,21687096.455261223,2.609024107869118e-15,3862.0,,,,,
656,656,5614.055515211293,21675868.3442308,2.609024107869118e-15,3851.104075036238,,,,,
657,657,5614.055515211293,21675868.3442308,2.609024107869118e-15,3860.0,,,,,
658,658,5614.055515211293,21687096.455261223,2.609024107869118e-15,3838.7607213829892,,,,,
659,659,1473.8771914561212,5700662.509537187,1.0681067700000026,3876.18395467634,659,ETH/BTC,TradeType.MARKET_BUY,1.06810677,3876.18395467634
660,660,3527.601430037295,13636243.109354466,0.5340533800000027,3845.5410583222283,660,ETH/BTC,TradeType.MARKET_SELL,0.53405339,3845.5410583222283
661,661,4040.841986607883,15619401.964915387,0.4005400300000027,3844.11413967658,661,ETH/BTC,TradeType.MARKET_SELL,0.13351335,3844.11413967658
662,662,3041.0315975324165,11756125.017475829,0.6568046100000027,3901.477094787998,662,ETH/BTC,TradeType.MARKET_BUY,0.25626458,3901.477094787998
663,663,4938.742092871016,19088872.66219008,0.16420115000000268,3852.41,663,ETH/BTC,TradeType.LIMIT_SELL,0.49260346,3852.41
664,664,5097.0622637465485,19700621.504303448,0.12315086000000268,3856.736965208575,664,ETH/BTC,TradeType.LIMIT_SELL,0.04105029,3856.736965208575
665,665,5097.0622637465485,19700621.504303448,0.12315086000000268,3864.0,,,,,
666,666,5097.0622637465485,19710815.875132665,0.12315086000000268,3866.0,,,,,
667,667,5450.9813974639055,21079064.089279786,0.030787710000002674,3831.8218219859014,667,ETH/BTC,TradeType.MARKET_SELL,0.09236315,3831.8218219859014
668,668,5450.9813974639055,21089966.113650132,0.030787710000002674,3868.0,,,,,
669,669,74.98321208221932,295572.1755919466,1.4121323800000027,3891.8586375561763,669,ETH/BTC,TradeType.MARKET_BUY,1.38134467,3891.8586375561763
670,670,5532.121893340198,21403779.605333224,2.6645352591003757e-15,3864.4667869296914,670,ETH/BTC,TradeType.LIMIT_SELL,1.41213238,3864.4667869296914
671,671,5532.121893340198,21392715.361546542,2.6645352591003757e-15,3866.0,,,,,
672,672,102.22840469952371,400739.81589845824,1.4026319000000027,3871.217736200548,672,ETH/BTC,TradeType.MARKET_BUY,1.4026319,3871.217736200548
673,673,102.22840469952371,400532.55382525915,1.4026319000000027,3864.0,,,,,
674,674,4163.055181641408,16091563.219440123,0.35065797000000276,3860.1971599637313,674,ETH/BTC,TradeType.MARKET_SELL,1.05197393,3860.1971599637313
675,675,4163.055181641408,16091563.219440123,0.35065797000000276,3864.0,,,,,
676,676,3134.6128683854618,12117653.833322769,0.6146731400000027,3895.3909855102124,676,ETH/BTC,TradeType.MARKET_BUY,0.26401517,3895.3909855102124
677,677,3134.6128683854618,12123924.28840582,0.6146731400000027,3866.0,,,,,
678,678,3134.6128683854618,12123924.28840582,0.6146731400000027,3866.0,,,,,
679,679,5503.8090192014615,21283229.47725205,2.7755575615628914e-15,3854.4,679,ETH/BTC,TradeType.LIMIT_SELL,0.61467314,3854.4
680,680,1436.9447595129282,5557837.612560828,1.0471317400000029,3883.813377377457,680,ETH/BTC,TradeType.MARKET_BUY,1.04713174,3883.813377377457
681,681,730.5864474089282,2829930.248649305,1.2292955300000028,3877.6,681,ETH/BTC,TradeType.LIMIT_BUY,0.18216379,3877.6
682,682,192.03063321789716,747872.0047123083,1.3682219500000028,3876.5543241597316,682,ETH/BTC,TradeType.MARKET_BUY,0.13892642,3876.5543241597316
683,683,144.9386902050245,566107.1319107998,1.3803876700000028,3870.8718442371405,683,ETH/BTC,TradeType.MARKET_BUY,0.01216572,3870.8718442371405
684,684,73.82466942798322,291038.01983590715,1.3987522800000027,3872.3403751585947,684,ETH/BTC,TradeType.MARKET_BUY,0.01836461,3872.3403751585947
685,685,19.548826136979116,81099.05424441221,1.4127833300000028,3868.2666864564026,685,ETH/BTC,TradeType.LIMIT_BUY,0.01403105,3868.2666864564026
686,686,19.548826136979116,81057.13102547826,1.4127833300000028,3866.0,,,,,
687,687,0.22449534601297216,6349.105569832174,1.4177398000000028,3898.809191010163,687,ETH/BTC,TradeType.MARKET_BUY,0.00495647,3898.809191010163
688,688,4098.626709186013,15850759.729939012,0.3544349500000028,3854.4,688,ETH/BTC,TradeType.LIMIT_SELL,1.06330485,3854.4
689,689,1073.0427932679022,4155986.6208603936,1.1334161600000028,3884.0268251375546,689,ETH/BTC,TradeType.MARKET_BUY,0.77898121,3884.0268251375546
690,690,281.8304326986022,1096140.771338589,1.3372522900000028,3881.61,690,ETH/BTC,TradeType.LIMIT_BUY,0.20383613,3881.61
691,691,4151.561089754402,16071986.77002019,0.33431307000000277,3858.39,691,ETH/BTC,TradeType.LIMIT_SELL,1.00293922,3858.39
692,692,1074.5529452123806,4166090.0309905903,1.1225398200000027,3903.709363507419,692,ETH/BTC,TradeType.MARKET_BUY,0.78822675,3903.709363507419
693,693,3241.268080378181,12555604.512396215,0.5612699100000027,3860.38,693,ETH/BTC,TradeType.LIMIT_SELL,0.56126991,3860.38
694,694,850.7562617979738,3299535.052463233,1.1766659400000026,3884.509652394422,694,ETH/BTC,TradeType.MARKET_BUY,0.61539603,3884.509652394422
695,695,4257.539527192774,16490589.601428173,0.29416648000000256,3860.38,695,ETH/BTC,TradeType.LIMIT_SELL,0.88249946,3860.38
696,696,4541.5852094483735,17599497.387320086,0.22062486000000256,3862.38,696,ETH/BTC,TradeType.LIMIT_SELL,0.07354162,3862.38
