,open,close,low,high,volume
2019/6/18 14:51,3663.25,3663.16,3662.48,3663.5,39868800
2019/6/18 14:52,3663.6,3663.12,3662.66,3663.65,32473600
2019/6/18 14:53,3663.24,3663.63,3663.24,3664.03,38057600
2019/6/18 14:54,3663.31,3663.78,3663.14,3663.78,42889600
2019/6/18 14:55,3663.86,3664.78,3663.48,3664.78,56884000
2019/6/18 14:56,3664.67,3665.54,3664.67,3665.7,55648800
2019/6/18 14:57,3665.55,3666.4,3665.55,3666.57,51901600
2019/6/18 14:58,3666.67,3666.87,3666.67,3666.87,3735200
2019/6/18 14:59,3666.87,3666.87,3666.87,3666.87,0
2019/6/18 15:00,3666.87,3667.62,3666.87,3667.62,87314400
2019/6/19 9:31,3761.34,3769.7,3761.34,3771.29,1080588500
2019/6/19 9:32,3768.72,3763.43,3763.43,3769.11,355798200
2019/6/19 9:33,3763.36,3755.54,3755.32,3763.36,294920100
2019/6/19 9:34,3753.52,3756.37,3751.25,3756.37,270200600
2019/6/19 9:35,3757.9,3759.25,3757.9,3761.04,241486600
2019/6/19 9:36,3757.57,3756.22,3755.31,3758.69,208600000
2019/6/19 9:37,3755.13,3749.89,3749.89,3755.13,188329200
2019/6/19 9:38,3748.43,3748.96,3746.54,3749.36,180472000
2019/6/19 9:39,3750.48,3751.38,3749.53,3751.74,150327000
2019/6/19 9:40,3751.52,3745.99,3745.99,3751.58,129646200
2019/6/19 9:41,3745.74,3746.36,3745.54,3746.95,126995600
2019/6/19 9:42,3746.58,3752.07,3746.42,3752.07,146900400
2019/6/19 9:43,3752.16,3753.12,3752.16,3754.05,142004400
2019/6/19 9:44,3753.55,3748.99,3748.99,3753.89,117860800
2019/6/19 9:45,3748.85,3747.35,3747.35,3749.07,99800000
2019/6/19 9:46,3747.39,3745.1,3745.1,3747.39,105687600
2019/6/19 9:47,3744.46,3742.37,3742.37,3744.64,98424000
2019/6/19 9:48,3742.04,3744.08,3741.98,3744.08,118405600
2019/6/19 9:49,3743.89,3745.26,3743.89,3745.26,98106000
2019/6/19 9:50,3744.65,3743.39,3743.39,3744.68,69496000
2019/6/19 9:51,3743.26,3744.09,3742.62,3744.47,95145600
2019/6/19 9:52,3745.52,3746.24,3745.3,3746.55,96858400
2019/6/19 9:53,3746.37,3743.27,3743.21,3746.79,83243600
2019/6/19 9:54,3743.34,3741.75,3741.75,3743.34,77011200
2019/6/19 9:55,3741.58,3738.41,3738.41,3741.58,82079600
2019/6/19 9:56,3738.06,3735.25,3735.25,3738.06,86744400
2019/6/19 9:57,3734.95,3733.71,3733.43,3735.15,82526800
2019/6/19 9:58,3733.36,3732.51,3731.88,3733.36,77388400
2019/6/19 9:59,3732.85,3735.86,3732.55,3735.86,78286000
2019/6/19 10:00,3735.7,3737.07,3735.7,3737.07,59077600
2019/6/19 10:01,3736.62,3737.93,3736.62,3738.29,61720000
2019/6/19 10:02,3737.34,3739.08,3737.34,3739.08,54816000
2019/6/19 10:03,3738.5,3740.59,3738.5,3740.59,57173600
2019/6/19 10:04,3740.04,3740.97,3740.04,3741.42,57624800
2019/6/19 10:05,3740.78,3739.02,3738.84,3740.78,56621200
2019/6/19 10:06,3738.91,3736.11,3736.11,3738.91,64162800
2019/6/19 10:07,3735.54,3733.89,3733.89,3735.54,64327600
