,close,open_c,close_c,high_c,low_c
2017/11/15,3402.52,1.6341726373830292,1.5755673930253458,1.595185580062612,1.6311386065424636
2017/11/16,3399.25,1.548793647292936,1.5634458662524173,1.542669555125702,1.6096984703162738
2017/11/17,3382.91,1.5469021058096186,1.5028753012769878,1.518981475792457,1.5456742984076695
2017/11/20,3392.4,1.4307392053047663,1.5380536771409312,1.4810656506961632,1.4117012191911666
2017/11/21,3410.5,1.5086262075589782,1.605148366617997,1.5804736439987266,1.561597024793267
2017/11/22,3430.46,1.6383266108365868,1.6791378694888395,1.6638288665581618,1.6604290171727152
2017/11/23,3351.92,1.6668110002324141,1.3879988136032713,1.6163037262606466,1.430993638835113
2017/11/24,3353.82,1.352926381147939,1.395041902553903,1.3605395111955658,1.3791522040913036
2017/11/27,3322.23,1.376218303726817,1.2779412815273539,1.309513302568923,1.330754521798334
2017/11/28,3333.66,1.2448118042093541,1.3203110218987826,1.26016313729133,1.2771356664347369
2017/11/29,3337.86,1.3350865487268555,1.3358799553686,1.2946523848740092,1.2948728430363685
2017/11/30,3317.19,1.3093838379829645,1.2592585613635743,1.2866818676140814,1.2975019443698048
2017/12/1,3317.62,1.2592023551020375,1.2608525235997692,1.2255993988931357,1.2832825794115021
2017/12/4,3309.62,1.2416592350704934,1.2311974122286902,1.2236626376897888,1.2894294923882677
2017/12/5,3303.68,1.2094288517567264,1.2091784920356639,1.1928979308827752,1.2761358673361063
2017/12/6,3293.96,1.1709304192139298,1.1731475317198035,1.1201204041262343,1.1061700205689022
2017/12/7,3272.05,1.1411479131138678,1.0919295954522614,1.101795663509952,1.1230184868606392
2017/12/8,3289.99,1.071420501572001,1.1584311827019047,1.123584227047606,1.1215373030108176
2017/12/11,3322.2,1.1678891172211456,1.2778300748597118,1.2187089984581514,1.2308857007240088
2017/12/12,3280.81,1.2784886604221273,1.124401942403592,1.2099190822275758,1.2014101421125285
2017/12/13,3303.04,1.1230484573519361,1.206806083125978,1.1492090675841982,1.1754523951443792
2017/12/14,3292.44,1.2140278937945934,1.1675130605592985,1.1697685326658822,1.2097047716715388
2017/12/15,3266.14,1.1569107588081726,1.0700218819268756,1.0878286356011992,1.1238701675742877
2017/12/18,3267.92,1.084587113857833,1.0766201442069414,1.0617940955792833,1.1045777479303414
2017/12/19,3296.54,1.077132215070643,1.1827113051369762,1.122876564300229,1.1484207898851064
2017/12/20,3287.61,1.1910697726539468,1.14960878706901,1.1350558126366612,1.1858206820931398
2017/12/21,3300.06,1.1331366785962904,1.195759554140251,1.1686139250254237,1.1535308741669965
2017/12/22,3297.06,1.1945932322797337,1.1846388873760962,1.1615745429594129,1.2499559427904818
2017/12/25,3280.46,1.1891040530732462,1.1231045312811077,1.1800855106144807,1.164787871425652
2017/12/26,3306.12,1.1209714706251575,1.218223301003843,1.1614628067361437,1.1791923843651817
2017/12/27,3275.78,1.2122847085060475,1.105756291129027,1.160643407765496,1.1644546050594415
2017/12/28,3296.38,1.1003870486008291,1.1821182029095552,1.1495442762540071,1.139941012344869
2017/12/29,3307.17,1.1855435043987679,1.222115534371298,1.1648893842497563,1.2474749598420278
2018/1/2,3348.33,1.2551967378432496,1.374691082375499,1.3169623841202578,1.326199881460128
2018/1/3,3369.11,1.3802239209856046,1.4517202341618776,1.43193895786511,1.4419543993238042
2018/1/4,3385.71,1.4664930482443184,1.5132545902568661,1.4800227792789757,1.5160506214112068
2018/1/5,3391.75,1.5238327175228956,1.5356441993420307,1.5144375360461433,1.571372838202099
2018/1/8,3409.48,1.5427110433073694,1.6013673399181847,1.5541411407147574,1.5873696237801895
2018/1/9,3413.9,1.5967126982036228,1.617751788950706,1.5709015742052606,1.6578369454355255
2018/1/10,3421.83,1.6263839371576083,1.6471474180972876,1.6192461134734235,1.640247887218876
2018/1/11,3425.34,1.6318731163640958,1.6601585982113491,1.605353576380184,1.665428012665868
2018/1/12,3428.94,1.6626199377301631,1.6735033983283345,1.6386509709146508,1.711122534432912
2018/1/15,3410.49,1.6814240854172504,1.6051112977287825,1.6650207196063758,1.6530971571160906
2018/1/16,3436.59,1.5869211893488064,1.7018610985769291,1.646695978990092,1.651801121247496
2018/1/17,3444.67,1.717140839308111,1.7318127610617187,1.7495677952140252,1.757520618528622
2018/1/18,3474.75,1.759051464330616,1.8433159798169756,1.7918413330178515,1.825210720465538
2018/1/19,3487.86,1.876772104880553,1.8919132935763319,1.873334285189453,1.9196361908917623
2018/1/22,3501.36,1.8595998753359335,1.9419562940150277,1.8918080074367634,1.9247462751736524
2018/1/23,3546.5,1.9610384235098728,2.1092852599263407,2.0550546296342653,2.030910127609725
2018/1/24,3559.47,2.1432940087847285,2.1573636092367017,2.1380001527083783,2.1152265182609065
2018/1/25,3548.31,2.149562058013758,2.115994728874047,2.1454119888519574,2.1186332411155
2018/1/26,3558.13,2.076570810186953,2.152396378082047,2.15814991830474,2.14148050199902
2018/1/29,3523.0,2.18097648225629,2.022173370273796,2.203328597913586,2.0528686781833523
2018/1/30,3488.01,1.9875941823736893,1.8924693269145398,1.9650324790863858,1.9580358821984263
2018/1/31,3480.83,1.8355661717832068,1.8658538644589953,1.862235153677964,1.8472063006354116
2018/2/1,3446.98,1.8658308355162716,1.7403756744701175,1.860894318998725,1.7349695944150645
2018/2/2,3462.08,1.6453364410394655,1.7963496971830288,1.7419697320316638,1.6032923501657887
2018/2/5,3487.5,1.6173342092766427,1.8905788135646326,1.833444453482055,1.6676497884406023
2018/2/6,3370.65,1.6408486661476767,1.45742884310081,1.656156312560287,1.512051425016683
2018/2/7,3309.26,1.621302737486737,1.229862932216993,1.6018525080510566,1.2890962260220586
2018/2/8,3262.05,1.1328770552554441,1.0548607062384125,1.1609413710275491,0.9991544874191811
2018/2/9,3129.85,0.7315735484027889,0.5648099908313307,0.6877384654790066,0.39568315740499316
2018/2/12,3154.13,0.5666014598186292,0.6548132538425563,0.6431184669865111,0.5840527135062504
2018/2/13,3184.96,0.7436645782765388,0.7690966392888519,0.8334052552153576,0.8154876900411139
2018/2/14,3199.16,0.7886906833892113,0.8217344619725164,0.7748554742218667,0.7979726910169553
2018/2/22,3268.56,0.9716138715405328,1.0789925531166273,1.022239472541696,1.0302963778617118
2018/2/23,3289.02,1.112033009890268,1.154835500448162,1.1124106047206037,1.1205375039121852
2018/2/26,3329.57,1.2302358080732092,1.3051498462103195,1.26831988159004,1.2061499304319632
2018/2/27,3292.07,1.3094951051290427,1.1661415116583866,1.2410562431121557,1.2173328684981277
2018/2/28,3259.41,1.0698627615269165,1.0450745194859554,1.0517005900772245,1.0514773069141834
2018/3/1,3273.75,0.9624157874647972,1.0982313066186151,1.0603415246767733,1.0097819815416615
2018/3/2,3254.53,1.0119667565179518,1.0269849015495984,1.0223139633572091,1.0604754988018583
2018/3/5,3256.93,1.0394868306477736,1.0358814349609207,1.020302711338349,1.0399240728855617
2018/3/6,3289.64,1.0788754003591892,1.1571337715794203,1.0979593865110138,1.0655855830837484
2018/3/7,3271.67,1.1618436022842724,1.0905209776621347,1.1655970469971333,1.1437550607581644
2018/3/8,3288.41,1.085773963415991,1.1525742982061167,1.0951659809292633,1.1318685603633336
2018/3/9,3307.17,1.1713754877982392,1.222115534371298,1.1704761954132574,1.2133707016998503
2018/3/12,3326.7,1.2744088650659546,1.2945110750059436,1.2592692475051688,1.3244594904365847
2018/3/13,3310.24,1.2926195879739628,1.2334956833599484,1.260461100553383,1.301575199956818
2018/3/14,3291.38,1.198227959051597,1.1635837583026307,1.1528218721365948,1.2274419482731707
2018/3/15,3291.11,1.1197475320183057,1.162582898293857,1.1234724908243352,1.175008039989431
2018/3/16,3269.88,1.1668506238577572,1.083885646492856,1.1363966473159022,1.1604924382611657
2018/3/19,3279.25,1.073089508763162,1.118619195686232,1.061905831802554,1.0929874843054765
2018/3/20,3290.64,1.0444938522212583,1.160840660500805,1.1066003211105628,1.098097568587365
2018/3/21,3280.95,1.2021593982129999,1.1249209068525854,1.187199383496005,1.1590112544113422
2018/3/22,3263.48,1.1336559252779865,1.0601615573959924,1.0925588023862969,1.0622899490178925
2018/3/23,3152.76,0.7312768360132492,0.6497348160202594,0.7180189819851813,0.5731289826138039
2018/3/26,3133.72,0.5256180610134377,0.5791556509570898,0.5170427617301699,0.5020321578222945
2018/3/27,3166.65,0.7017168642053419,0.7012235031382948,0.6604375815933649,0.6949933838580027
2018/3/28,3122.29,0.5747610505309763,0.5367859105856612,0.6322428079215621,0.5985683152345174
2018/3/29,3160.53,0.562484575413765,0.6785373429394198,0.6668810371352696,0.527175253673042
2018/3/30,3168.9,0.6905530605489041,0.7095640032114109,0.6788368130251604,0.7295049675588805
2018/4/2,3163.18,0.720187210454198,0.6883605985810884,0.733289599165419,0.7557959808932406
2018/4/3,3136.63,0.5726840638041975,0.5899426977183209,0.5544743965256262,0.6044930506338095
2018/4/4,3131.11,0.6358838027761865,0.5694806708722765,0.6252779166710645,0.6405598773770018
2018/4/9,3138.29,0.5557343685517326,0.5960961333278193,0.5610295882908017,0.5717959171489643
2018/4/10,3190.32,0.6255359581909842,0.7889655639074752,0.726995125254541,0.6783670951437373
2018/4/11,3208.08,0.8225158957967544,0.8547999111512697,0.8394762566796958,0.8728095050292689
2018/4/12,3180.16,0.8444355235740124,0.7513035724662037,0.7813734205792847,0.8189684720881983
2018/4/13,3159.05,0.8027474328436618,0.6730511473357702,0.7539980458781296,0.7392067217752232
2018/4/16,3110.65,0.6575438072125948,0.4936377235407417,0.5871758645359868,0.5192138904802424
2018/4/17,3066.8,0.5094843248322067,0.33109064433801516,0.4592378888918119,0.4004599753206743
2018/4/18,3091.4,0.43137478828583997,0.4222801118040828,0.37778218212796455,0.3175136797305789
2018/4/19,3117.38,0.4401278037772662,0.518585085981662,0.49156690282460436,0.49769969506156164
2018/4/20,3071.54,0.48163044926415366,0.34866129782537864,0.4309686244044958,0.4074585690110881
2018/4/23,3068.01,0.3257822666583447,0.33557597993289096,0.33372086475181945,0.3334734357124229
2018/4/24,3128.93,0.34918545638330056,0.5613996530236564,0.5235979534953437,0.4216409043731443
2018/4/25,3117.97,0.5073702490567363,0.5207721504452779,0.47469473311083027,0.5595761503879229
2018/4/26,3075.03,0.5337034736283981,0.3615983401610128,0.47104468315067616,0.4149015178564484
2018/4/27,3082.23,0.3961401920279822,0.3882879403949832,0.3447827508555526,0.3481741854219167
2018/5/2,3081.18,0.4146847163742231,0.3843957070275284,0.3804266060786885,0.4031631358466016
2018/5/3,3100.86,0.3668769326096144,0.4573472810003839,0.4104464047305676,0.371317683075403
2018/5/4,3091.03,0.43586256317763045,0.4209085629031708,0.40459887571277087,0.4847023067793646
2018/5/7,3136.64,0.44246441384489293,0.5899797666075339,0.5265775861158782,0.5027727497472054
2018/5/8,3161.5,0.5923041705625203,0.6821330251931624,0.6489659960043078,0.6597782378284571
2018/5/9,3159.15,0.6844333675146442,0.6734218362279083,0.6328387344456683,0.7027325694733274
2018/5/10,3174.41,0.7174797098996467,0.7299889611682406,0.6729520385996062,0.7392807809677143
2018/5/11,3163.26,0.7573504372440648,0.6886571496948006,0.6901594169831908,0.7640165512597599
2018/5/14,3174.03,0.7100248111124571,0.7285803433781157,0.7015565117567328,0.7687193099829482
2018/5/15,3192.12,0.7596499582629983,0.795637963965967,0.735040133329982,0.7725703879924882
2018/5/16,3169.57,0.7589452663378409,0.712047618788739,0.7318370282629075,0.7810501655327254
2018/5/17,3154.28,0.7210402585741251,0.6553692871807644,0.6604003361856075,0.7136933299620186
2018/5/18,3193.3,0.6508306893992558,0.8000120928932022,0.7374238394264087,0.6994739650037178
2018/5/21,3213.84,0.8551913476948309,0.8761515913384474,0.8353420164187045,0.9163192806178232
2018/5/22,3214.35,0.8739954953819198,0.8780421046883529,0.8161606314240187,0.8751793991889854
2018/5/23,3168.96,0.852446758091588,0.7097864165466937,0.7820810833266617,0.7890115287255252
2018/5/24,3154.65,0.7133628254947808,0.6567408360816763,0.6632309871751154,0.7264685406667442
2018/5/25,3141.3,0.6409279133983629,0.6072538689811886,0.6006587021439024,0.64870638855103
2018/5/28,3135.08,0.5979046169150841,0.5841970198901737,0.5743261988599333,0.592754668623961
2018/5/29,3120.46,0.5712375909051894,0.5300023038595272,0.5503029108568792,0.5786463924543959
2018/5/30,3041.44,0.391429882844037,0.23708394129169416,0.3349872086155469,0.3151808151671071
2018/5/31,3095.47,0.3198109298188546,0.43736714971411816,0.38221438565100896,0.36431908938498925
2018/6/1,3075.14,0.40481902942202347,0.3620060979423639,0.39714979416143603,0.3847594265125483
2018/6/4,3091.19,0.3999232749946152,0.42150166513059184,0.38340623869922313,0.448450332054942
2018/6/5,3114.21,0.4169100592957734,0.5068342481008716,0.4443769711968981,0.4597813885060904
2018/6/6,3115.18,0.49539048632906457,0.5104299303546143,0.4546567037377409,0.546726880490708
2018/6/7,3109.5,0.5399344338087345,0.48937480128114874,0.4963343150174577,0.5543179477210505
2018/6/8,3067.15,0.46360517159960696,0.3323880554604995,0.39189819166774387,0.3606901889529225
2018/6/11,3052.78,0.30315794695593107,0.2791200616601992,0.25382946511375437,0.3037386699272229
2018/6/12,3079.8,0.2871725669694716,0.37928020031601856,0.32027527255165966,0.28963039375765787
2018/6/13,3049.8,0.3555276837097151,0.2680735326744722,0.2830671102027431,0.32673404919572707
2018/6/14,3044.16,0.23168735012551847,0.24716667915786028,0.262917344606383,0.2833723919921549
2018/6/15,3021.9,0.2293878291065833,0.16465133176783375,0.19866901622612032,0.19568630808262652
2018/6/19,2907.82,0.026139842271783408,-0.25823055638375286,-0.03906842148473137,-0.3130262851391264
2018/6/20,2915.73,-0.3175643719614468,-0.22890906501559902,-0.26034338896713116,-0.3100268878432348
2018/6/21,2875.81,-0.2358942867406017,-0.37688807075728364,-0.20436354110884938,-0.308323526415938
2018/6/22,2889.76,-0.44515069946358493,-0.3251769703039636,-0.3854507136217998,-0.4397045338952493
2018/6/25,2859.34,-0.2676054233726744,-0.43794053129249183,-0.3234371097069372,-0.36294218087816577
2018/6/26,2844.51,-0.5400615750676467,-0.4929136939966293,-0.5408758001904005,-0.5631982373742521
2018/6/27,2813.18,-0.4940340656402755,-0.6090505239036189,-0.5259031462722159,-0.5816760059007948
2018/6/28,2786.9,-0.6516625225833237,-0.7064675647576126,-0.631195914000335,-0.6422193957623163
2018/6/29,2847.42,-0.6890853727140385,-0.4821266472353999,-0.5478406914408982,-0.6424786029360343
2018/7/2,2775.56,-0.49707536763305965,-0.7485036851261176,-0.5578597061274436,-0.7371262509397319
2018/7/3,2786.89,-0.7456090829213801,-0.7065046336468273,-0.7768254583289301,-0.8643969732357852
2018/7/4,2759.13,-0.737968738890729,-0.8094078701044706,-0.7533980968499823,-0.7469761235410568
2018/7/5,2733.88,-0.8169313235570229,-0.9030068153694388,-0.8117244053969332,-0.844067724896962
2018/7/6,2747.23,-0.9059079513702879,-0.853519848268951,-0.8439416831064566,-0.9807809942356367
2018/7/9,2815.11,-0.8276500586291514,-0.6018962282853451,-0.6691862299121418,-0.7533081844990508
2018/7/10,2827.63,-0.5781891171235172,-0.5554859789896065,-0.6218845620611665,-0.5748995897878543
2018/7/11,2777.77,-0.72287349607289,-0.740311460609857,-0.7490031387346937,-0.7533822436915419
2018/7/12,2837.66,-0.7587015171098269,-0.5183058831081171,-0.5634092718831872,-0.6844701650785205
2018/7/13,2831.18,-0.5347207520559291,-0.5423265233186911,-0.5959245128547638,-0.5074316654284117
2018/7/16,2814.04,-0.5508544882371584,-0.6058625994312274,-0.5882892042646449,-0.5606061656370623
2018/7/17,2798.13,-0.6257372775472796,-0.6648392021704603,-0.7022229065923112,-0.6706951552751645
2018/7/18,2787.26,-0.6446897814291367,-0.7051330847459136,-0.6594651784876494,-0.6289257707101533
2018/7/19,2772.55,-0.684597597822248,-0.7596614207794853,-0.7093367794738354,-0.7087245506193749
2018/7/20,2829.27,-0.763486004391157,-0.5494066811585357,-0.5869856149931617,-0.7481610706209143
2018/7/23,2859.54,-0.5949162780838273,-0.43719915350821553,-0.49122767165075265,-0.5416099827630804
2018/7/24,2905.56,-0.4203381258883143,-0.2666081253460835,-0.3128594139040412,-0.3466491585301111
2018/7/25,2903.65,-0.23793418441868885,-0.2736882831859281,-0.3096935542447243,-0.2290061312579094
2018/7/26,2882.23,-0.2589265859786331,-0.35308984388199244,-0.2985571773254779,-0.29691841077230025
2018/7/27,2873.59,-0.3557290030660106,-0.3851173641627573,-0.3939426665903205,-0.3398357128209242
2018/7/30,2869.05,-0.38447301580268406,-0.40194663986584456,-0.3704035688881019,-0.39097358523606734
2018/7/31,2876.4,-0.4031658963436948,-0.37470100629366604,-0.412602615876415,-0.376087687545345
2018/8/1,2824.53,-0.3452698913347301,-0.5669773346458993,-0.3652264572099247,-0.4886206305356582
2018/8/2,2768.02,-0.5943970314021314,-0.7764536275933596,-0.6708622732611915,-0.8494740459488165
2018/8/3,2740.44,-0.7870375503108826,-0.8786896240451542,-0.8112029696883403,-0.7978177591862357
2018/8/6,2705.16,-0.8866958241475812,-1.0094686651916134,-0.8752278256220631,-0.9759671467237109
2018/8/7,2779.37,-0.9786395758562454,-0.7343804383356415,-0.8048340049619489,-0.9621921369203565
2018/8/8,2744.07,-0.7583677156715941,-0.8652336172605267,-0.8028227529430886,-0.7954478650265174
2018/8/9,2794.38,-0.9124727129888571,-0.6787400356256537,-0.7218139910723226,-0.8504368154512023
2018/8/10,2795.31,-0.6831882139719333,-0.6752926289287663,-0.7052397846206017,-0.6605120163076306
2018/8/13,2785.87,-0.7661935049457083,-0.7102856603466398,-0.7659870446717368,-0.7899304551859271
2018/8/14,2780.96,-0.7227251398781201,-0.7284864849506391,-0.7673278793509776,-0.7010223946002933
2018/8/15,2723.26,-0.7356692178717955,-0.9423739757145458,-0.8110539880573138,-0.8688775543815004
2018/8/16,2705.19,-1.053967433750676,-1.009357458523971,-0.9777271877684299,-1.0484710961725543
2018/8/17,2668.97,-0.9335763816948796,-1.1436209752565325,-0.9874854846006782,-1.0749472574881414
2018/8/20,2698.47,-1.1220629271500715,-1.0342677520756784,-1.1061493537134421,-1.121160193602623
2018/8/21,2733.83,-1.0209210913656734,-0.9031921598155087,-0.9545605441437778,-0.9612663970142171
2018/8/22,2714.61,-0.903645519400046,-0.9744385648845253,-0.9814144831363398,-0.9139796026086139
2018/8/23,2724.62,-0.9670307036154981,-0.9373326067814636,-0.9663300929948863,-0.9445660491074606
2018/8/24,2729.43,-0.9588340238544595,-0.9195024710696025,-0.918618725658587,-0.9278286716044594
2018/8/27,2780.9,-0.8874746941701235,-0.7287088982859219,-0.799135457575177,-0.8130369232431671
2018/8/28,2777.98,-0.7169763373307848,-0.7395330139363661,-0.7600650248384268,-0.6905430188627949
2018/8/29,2769.29,-0.7445335005092982,-0.7717458786632008,-0.8079253738057526,-0.7166488842159281
2018/8/30,2737.74,-0.7650437444362415,-0.8886982241328943,-0.8005135376621736,-0.8129258344544313
2018/8/31,2725.25,-0.9105069934081549,-0.9349972667609907,-0.9342245515086336,-0.9084992223642683
2018/9/3,2720.73,-0.9613560791655477,-0.9517524046856503,-1.0153450496026704,-0.9758190283387287
2018/9/4,2750.58,-0.9455932334712429,-0.841101770382312,-0.889604553016138,-0.9016857766550813
2018/9/5,2704.34,-0.8687076355317278,-1.012508314107148,-0.9310959372570742,-0.931457572036526
2018/9/6,2691.59,-1.0311576688047992,-1.059771147854805,-1.0281574698709663,-1.0077385403024184
2018/9/7,2702.3,-1.034495683187123,-1.020070367506773,-0.9941151671813652,-1.0078125994949094
2018/9/10,2669.48,-1.0295628397110215,-1.1417304619066253,-1.0876756314661316,-1.0685411373376563
2018/9/11,2664.8,-1.1390497114512297,-1.159078702058706,-1.1728186335978872,-1.1226784070486928
2018/9/12,2656.11,-1.1715026290571513,-1.1912915667855408,-1.20447723019106,-1.1431557737724964
2018/9/13,2686.58,-1.0992902512528882,-1.0783426613509441,-1.1411972824124719,-1.1208639568326586
2018/9/14,2681.64,-1.0637960316541824,-1.0966546926225857,-1.1193714734670603,-1.0390285491299311
2018/9/17,2651.79,-1.128664777817334,-1.207305326925924,-1.2073823719960814,-1.1403785540540783
2018/9/18,2699.95,-1.228768120238342,-1.0287815564720288,-1.0997431435792933,-1.153783267894977
2018/9/19,2730.85,-1.0414684243413084,-0.9142386888012357,-0.9288239673839166,-0.9808920830243743
2018/9/20,2729.24,-0.9028666493775037,-0.9202067799646658,-0.936719993828331,-0.8583611490477556
2018/9/21,2797.48,-0.8965615110997825,-0.6672486799693609,-0.737345326106856,-0.8659522162780982
2018/9/25,2781.14,-0.743754630486756,-0.7278192449447903,-0.7651304002933332,-0.684025809923574
2018/9/26,2806.81,-0.7057383555769621,-0.6326634063328402,-0.6261677839531826,-0.6389237616964587
2018/9/27,2791.77,-0.6298170729034522,-0.6884150157104687,-0.6888518052076648,-0.6278889420152763
2018/9/28,2821.35,-0.672580746045883,-0.5787652414159042,-0.6469507214814065,-0.6074486048877173
2018/10/8,2716.51,-0.7691977178897991,-0.9673954759338937,-0.832507342925157,-0.9098322878291095
2018/10/9,2721.01,-0.9712588551664406,-0.9507144757876618,-0.9726618123135218,-0.9060552690120607
2018/10/10,2725.84,-0.934206895522652,-0.9328102022973731,-0.9382470555463541,-0.9361973603559608
2018/10/11,2583.46,-1.2333300732275174,-1.4605970469241525,-1.2446277797527554,-1.4647578171653424
2018/10/12,2606.91,-1.4893557763517207,-1.3736705017176778,-1.413610194744785,-1.552332812286135
2018/10/15,2568.1,-1.3711529781687812,-1.5175348607566246,-1.4283221308086724,-1.4483907356247983
2018/10/16,2546.33,-1.5126476989305984,-1.5982338325751735,-1.4813968368619328,-1.5531844929997833
2018/10/17,2561.61,-1.4883543720370238,-1.5415925698564117,-1.5378981204288058,-1.623059341115189
2018/10/18,2486.42,-1.597396175192921,-1.820313547855341,-1.678089835224928,-1.7413689011198121
2018/10/19,2550.47,-1.9120225752512447,-1.5828873124406404,-1.6465057294472685,-1.8762306906462078
2018/10/22,2654.88,-1.520510577253406,-1.1958510401588442,-1.192037264000332,-1.445058071962696
2018/10/23,2594.83,-1.19779876458012,-1.4184497198880068,-1.2501401001007433,-1.379811923377986
2018/10/24,2603.3,-1.4673619704770795,-1.387052370723876,-1.322433436556447,-1.400141171716809
2018/10/25,2603.8,-1.6121576165725289,-1.3851989262631834,-1.4501851851618395,-1.5713660247563617
2018/10/26,2598.85,-1.3526455428712318,-1.4035480264240396,-1.3756198788329783,-1.3887360560731714
2018/10/29,2542.1,-1.4168466861579179,-1.6139139727126315,-1.489516335752887,-1.5800309502778276
2018/10/30,2568.05,-1.6209106320639535,-1.5177202052026928,-1.5216218772391397,-1.6074698810958004
2018/10/31,2602.78,-1.4931759483670455,-1.388979952962996,-1.4247838170717873,-1.4399109580845593
2018/11/1,2606.24,-1.32990995602274,-1.3761541172950058,-1.3358417833488494,-1.3043085766332525
2018/11/2,2676.48,-1.2104090411355641,-1.1157822394569312,-1.1880520053703674,-1.2109199349019053
2018/11/5,2665.43,-1.1503989603511289,-1.1567433620382348,-1.200305744522313,-1.1724091548065037
2018/11/6,2659.36,-1.167867902285288,-1.1792441777910398,-1.2462293322862918,-1.1870358453235064
2018/11/7,2641.34,-1.1711317385702251,-1.2460423161543952,-1.191031637990902,-1.1724832139989947
2018/11/8,2635.63,-1.1702045123529132,-1.267208651895503,-1.240605275715035,-1.198218783389671
2018/11/9,2598.87,-1.3142954665232067,-1.403473888645612,-1.3937956378182357,-1.3246378249720758
2018/11/12,2630.52,-1.4182931590569259,-1.2861508542837803,-1.3568109479158572,-1.3540763539873097
2018/11/13,2654.88,-1.3912181535114134,-1.1958510401588442,-1.2252601677192856,-1.3276372222679675
2018/11/14,2632.24,-1.2138954117126577,-1.2797750053389991,-1.2557269112642444,-1.2142896281602522
2018/11/15,2668.17,-1.2738684034484011,-1.1465864863936392,-1.2190029392161634,-1.1997369968357408
2018/11/16,2679.11,-1.134265224169898,-1.1060331215936885,-1.1169505219628761,-1.106644591874356
2018/11/19,2703.51,-1.0893132971546102,-1.015585031911897,-1.0873776682040768,-1.0431388343131909
2018/11/20,2645.85,-1.0804490145171075,-1.2293242471189503,-1.1346048452395405,-1.1572640499420617
2018/11/21,2651.51,-1.3195621114375378,-1.2083432558239109,-1.2725245901625035,-1.2519857571382502
2018/11/22,2645.43,-1.1857448237550634,-1.2308811404659323,-1.2568815189047011,-1.1901463314081353
2018/11/23,2579.48,-1.2422314449137133,-1.4753504648312643,-1.3163251896843529,-1.4016964147591238
2018/11/26,2575.81,-1.4641352232408325,-1.4889547471727471,-1.4915275877717473,-1.4361709688637567
2018/11/27,2574.68,-1.4456277879432846,-1.4931435316539123,-1.5006899580798894,-1.4430955033616795
2018/11/28,2601.74,-1.4841262204860814,-1.392835117441238,-1.4656047839731021,-1.4601661472308916
2018/11/29,2567.44,-1.3419638968477967,-1.5199814074447382,-1.4075391932804469,-1.4383927446384912
2018/11/30,2588.19,-1.5245161945121937,-1.443063462326002,-1.5093681380871942,-1.4832726152881315
2018/12/3,2654.8,-1.2182719194583698,-1.1961475912725548,-1.2296923712423284,-1.2097720174182924
2018/12/4,2665.96,-1.201841470887601,-1.1547787109099,-1.2267872294373088,-1.1515614921202426
2018/12/5,2649.81,-1.2824359736963642,-1.2146449669902661,-1.2479798664508563,-1.2218806953905965
2018/12/6,2605.18,-1.2824730627450558,-1.3800834195516736,-1.347462350568933,-1.3062341156380226
2018/12/7,2605.89,-1.358431434467259,-1.3774515284174902,-1.41860107938418,-1.3204905101925697
2018/12/10,2584.58,-1.4331658675826102,-1.4564453313322019,-1.4737987736795697,-1.4058066999423833
