,balance,net_worth
239,10023.214972771824,10025.709209702001
240,10023.214972771824,10025.75785123432
241,10023.285282197921,10025.523177776166
242,10023.332208476242,10025.272632649254
243,10022.091821115442,10024.321053285821
244,10017.130885663992,10020.25873135864
245,10017.130885663992,10020.097200875463
246,10017.745891279941,10020.147926236783
247,10012.787107063761,10016.209993696324
248,10011.548024659262,10014.77438132966
249,10010.96714241514,10014.608394279783
250,10014.3190819837,10017.161863497175
251,10016.83303666012,10019.180529616431
252,10018.71850266744,10020.965671928372
253,10018.092413745739,10021.356760396226
254,10025.12429919529,10027.122586797539
255,10025.12429919529,10026.819552986994
256,10025.12429919529,10027.095151063797
257,10023.88369006326,10026.133138711279
258,10024.29173862487,10025.959428712968
259,10021.81072641956,10023.695863829258
260,10021.943645461091,10023.937671550899
261,10019.463214408841,10021.809136414198
262,10020.716538723611,10022.75522471758
263,10021.65653195969,10023.514570200818
264,10021.856794178038,10023.484132336851
265,10019.376384621479,10021.440769804802
266,10021.321584326819,10023.1153963437
267,10021.321584326819,10023.123553502448
268,10022.29418417949,10024.04157905445
269,10017.333148558318,10019.66657019039
270,10016.093503581189,10018.949894719974
271,10015.275146059157,10018.930450183121
272,10018.307957742967,10020.877660129718
273,10018.307957742967,10021.116632947544
274,10017.918452518124,10021.302630556145
275,10017.157498975266,10021.205917966936
276,10012.199006013276,10017.48193007844
277,10011.53643728622,10016.408824313776
278,10024.76212097369,10028.150847986499
279,10037.98780466116,10039.628086263721
280,10037.98780466116,10039.536677572674
281,10037.98780466116,10039.67935950142
282,10037.98780466116,10039.734370921236
283,10037.98780466116,10039.612258498124
284,10037.63322788015,10039.417513891063
285,10037.455074180209,10039.412324647816
286,10036.794844890575,10039.259943305302
287,10038.968619729405,10041.055690668976
288,10038.239232887685,10041.375656640643
289,10036.997000782614,10040.26677374571
290,10036.997000782614,10040.455110387535
291,10036.823563494243,10040.167779442143
292,10038.695013493008,10040.05223060317
293,10038.695013493008,10040.0252128214
294,10037.452724985089,10039.194102024663
295,10038.384441366028,10039.814300169079
296,10038.393541029456,10039.602135999137
297,10038.393541029456,10039.67176364786
298,10038.393541029456,10039.751283639363
299,10038.393541029456,10040.021000428093
300,10038.40151495552,10039.802764996648
301,10038.012960311778,10039.991242058444
302,10037.829477210811,10039.868053400516
303,10034.1029330174,10036.367875796768
304,10034.806399715784,10037.366011067474
305,10034.806399715784,10036.984488080485
306,10035.759893402485,10037.615702275109
307,10035.759893402485,10037.850760433552
308,10035.541019104652,10038.0274811522
309,10036.566620691383,10038.754354618566
310,10035.97865222281,10038.6326424691
311,10036.717840822088,10038.433806767953
312,10037.143020829468,10038.827022016765
313,10038.418560851618,10039.826568345712
314,10037.998686821986,10040.10596583255
315,10037.998686821986,10039.727902279881
316,10037.59743848995,10040.006901554814
317,10038.262457090119,10039.619314139009
318,10038.05491384058,10039.933409380643
319,10039.29714881964,10040.910729425945
320,10039.29714881964,10040.59177803323
321,10038.597390125255,10040.710174531872
322,10039.342164354646,10040.848691711632
323,10039.342164354646,10040.721852601853
324,10038.989325386563,10040.756673024332
325,10036.504675528533,10038.746051373208
326,10036.88123693258,10038.789924926854
327,10038.744757073971,10040.220326203562
328,10038.793258024138,10040.423480369534
329,10035.066356027097,10037.25951402323
330,10035.066356027097,10037.160334804908
331,10039.103844714376,10040.655568867713
332,10039.103844714376,10040.513346974474
333,10039.103844714376,10040.461436197647
334,10039.103844714376,10040.50653645326
335,10038.443260686607,10040.426703374742
336,10034.716488626076,10036.980574374666
337,10034.716488626076,10037.173764293277
338,10030.991100129677,10033.982912549007
339,10030.991100129677,10034.001645681526
340,10030.400130140559,10033.648137855174
341,10026.67634409225,10030.918002830409
342,10025.43554289467,10029.753849682802
343,10027.787717071194,10029.99367638035
344,10031.978612971294,10033.53817845694
345,10031.819375817322,10033.434335138596
346,10031.66553323784,10033.386938980673
347,10033.605463388409,10034.959989372372
348,10033.762053881474,10034.896223376778
349,10033.343569586083,10034.935685309016
350,10036.501082111192,10037.827129601455
351,10036.197320086114,10037.853694739413
352,10034.955340667753,10036.901468908176
353,10034.955340667753,10036.961349649207
354,10035.30267044269,10037.11942353465
355,10035.30267044269,10036.98749588706
356,10035.386873880352,10037.057347929118
357,10035.386873880352,10036.986832069751
358,10035.554839880067,10036.87140306258
359,10035.554839880067,10036.659866455622
360,10033.071040057197,10034.83527092451
361,10033.803986519428,10035.385296361881
362,10033.803986519428,10035.473950504638
363,10033.803986519428,10035.215916706748
364,10033.803986519428,10035.221274216146
365,10034.903406212768,10036.350366231389
366,10034.746135043853,10036.312560139586
367,10034.24571564707,10036.407110176973
368,10033.00397773976,10035.246563453686
369,10033.00397773976,10035.366979941808
370,10033.00397773976,10035.551680403123
371,10036.658165939669,10038.738812808439
372,10035.416129491628,10037.621562322334
373,10034.174246745608,10036.819277502687
374,10032.932517682579,10035.480635440115
375,10031.690942283518,10034.185697182891
376,10031.690942283518,10034.22736282232
377,10031.690942283518,10034.361729699875
378,10031.046711775363,10034.105312241572
379,10026.081343653033,10030.09792695113
380,10039.995693899144,10042.102727404043
381,10039.572263185579,10042.478502191558
382,10039.572263185579,10042.11647027143
383,10034.602674915299,10037.948545365607
384,10034.602674915299,10037.782693767716
385,10034.602674915299,10037.721171577236
386,10033.908073874498,10037.677121890274
387,10034.527678889797,10037.854691537332
388,10040.925078493787,10043.091941238614
389,10040.925078493787,10042.745028661948
390,10044.123778295776,10045.670600808264
391,10044.32116641887,10045.764210761008
392,10044.153968417835,10045.876433457048
393,10044.153968417835,10045.926688953989
394,10043.629174472144,10045.956823916371
395,10045.271981173673,10046.918669313281
396,10041.542673950664,10043.986042826406
397,10041.033943931872,10044.078338824553
398,10050.323181465843,10051.935035864683
399,10050.323181465843,10052.08763523989
400,10045.348271491013,10047.69788827274
401,10045.047577811656,10047.533796021104
402,10044.695470753535,10047.947928290158
403,10040.966377560015,10044.713951073603
404,10040.799353728049,10044.533369142502
405,10049.807032848848,10052.001344722883
406,10056.562792189448,10057.985684332563
407,10058.251732024599,10059.54225490914
408,10054.517606069088,10056.508295988006
409,10054.19519516086,10056.376662209266
410,10054.19519516086,10056.481563021855
411,10052.950988505461,10054.869356659381
412,10047.97477776615,10050.532118786696
413,10047.97477776615,10050.503509357064
414,10057.72929006823,10058.955314342702
415,10052.750714069649,10054.728702184388
416,10047.774602466188,10050.189900245097
417,10051.076150391867,10053.439858476964
418,10050.538226683731,10053.222264729344
419,10051.316191665224,10053.146301351859
420,10053.176182474164,10054.656197334738
421,10053.176182474164,10055.207071445102
422,10053.732709501191,10055.270451733064
423,10053.732709501191,10055.052735197867
424,10050.000261232792,10051.666163920547
425,10050.157130797985,10051.858801956523
426,10051.118526055814,10052.650652284023
427,10049.874700138214,10051.54454387699
428,10049.525639364649,10051.199404447727
429,10051.490396283029,10052.951786629013
430,10050.970203637327,10053.145044929795
431,10050.970203637327,10053.544900014947
432,10050.970203637327,10053.711435997951
433,10049.726396074628,10052.57348911254
434,10049.995303236237,10051.70748947832
435,10049.995303236237,10051.731432434633
436,10046.264242479907,10048.622294668716
437,10043.777792079896,10046.469236378241
438,10047.603463505986,10050.26547848225
439,10047.275121272041,10050.419616766296
440,10047.275121272041,10050.157076860998
441,10044.788420679532,10048.11670383779
442,10044.229544533871,10047.743674449874
443,10044.229544533871,10048.094537477182
444,10041.743597721601,10046.566629598674
445,10041.743597721601,10046.310513991379
446,10041.743597721601,10046.570703391339
447,10041.743597721601,10045.335764479614
448,10041.453295069861,10045.703801181782
449,10054.650267744331,10057.754621570419
450,10061.248754081562,10063.312185856768
451,10061.248754081562,10063.276012974942
452,10060.94643380713,10063.253787743402
453,10060.667212306875,10063.08323330369
454,10060.667212306875,10063.172793077683
455,10060.667212306875,10063.181633902637
456,10060.667212306875,10062.834766160408
457,10056.932189604304,10059.91608839964
458,10057.807408905202,10059.836295124638
459,10057.409481620198,10059.688343598204
460,10060.257190913937,10062.6182545779
461,10060.108663596917,10062.453712340988
462,10056.373848255556,10059.310453466442
463,10057.283349364476,10059.553378971133
464,10057.283349364476,10059.367264463483
465,10057.854359900166,10059.18366180265
466,10058.000826282236,10059.221409581794
467,10058.106473938875,10059.39730231841
468,10054.372401910425,10056.055262813135
469,10054.475317359196,10055.810813981505
470,10055.234882671386,10056.601742202478
471,10055.438680570169,10056.715354107031
472,10054.194320033448,10055.37842689863
473,10053.847168539765,10055.29072546437
474,10053.487486585389,10055.335669402355
475,10054.07033135478,10055.934607432653
476,10054.07033135478,10055.871492371401
477,10054.4153145104,10055.536638444404
478,10054.99526106812,10056.228330717453
479,10054.99526106812,10056.35905508035
480,10054.99526106812,10056.165532995503
481,10051.26234407745,10052.765057176408
482,10050.820570848064,10052.942373577667
483,10050.820570848064,10052.867855134355
484,10054.842768194874,10056.311830640814
485,10054.951026727345,10056.372321293478
486,10055.21570109602,10056.484457062581
487,10055.21570109602,10056.434554709753
488,10054.855569712045,10056.24916449063
489,10054.855569712045,10056.265426624554
490,10052.366992958545,10054.126548409731
491,10052.786250711746,10053.740783259907
492,10053.658217909877,10054.882578504034
493,10052.414077705407,10053.798389527437
494,10049.926105221177,10051.400814496516
495,10049.926105221177,10051.809670804336
496,10047.438748510136,10049.268226225817
497,10048.059647196065,10049.44177288049
498,10047.781292840507,10049.381968448979
499,10048.107919092026,10049.248505032569
500,10048.107919092026,10049.383091578326
501,10045.621012382046,10046.904996531666
502,10045.872165739225,10046.912497263493
503,10045.745772928423,10046.980325274995
504,10045.745772928423,10047.096100077235
505,10045.802130407961,10047.045675356545
506,10045.850863455265,10047.225247457647
507,10045.917648040799,10047.114282332792
508,10045.662330222744,10047.00646068686
509,10045.37715315172,10047.160058107396
510,10045.081924957025,10047.212496474658
511,10045.081924957025,10047.108035764175
512,10045.081924957025,10046.936041072087
513,10043.838846068815,10045.896837554536
514,10043.705112723801,10045.903141650751
515,10044.485785270781,10045.73814755174
516,10044.485785270781,10045.899182972269
517,10044.485785270781,10045.950221866204
518,10044.485785270781,10045.77954441421
519,10044.120002892038,10045.720489931191
520,10045.711274440957,10047.11334166777
521,10045.711274440957,10047.19839179373
522,10045.711274440957,10047.33641594403
523,10045.711274440957,10047.155571820513
524,10044.468117670747,10045.971800293522
525,10044.03691178404,10046.31504869812
526,10039.06511351271,10041.311949192268
527,10038.652277214787,10041.12011470386
528,10038.652277214787,10041.208028043851
529,10033.683144337567,10038.028346385823
530,10033.683144337567,10037.99209113542
531,10032.441476048456,10035.88834665248
532,10032.441476048456,10035.551469891718
533,10032.310430024456,10036.199044711959
534,10032.037239811365,10036.388324279058
535,10033.58456440992,10036.187491952547
536,10034.234451797975,10035.7653958785
537,10030.509242257745,10032.560137773497
538,10030.16978130256,10032.422814122609
539,10030.16978130256,10031.563621482697
540,10030.088072379845,10031.79475123371
541,10025.123178784015,10027.62180305487
542,10020.160742810514,10023.221874924062
543,10019.84536837332,10022.445884399001
544,10019.45108622978,10023.102548274888
545,10019.198573334435,10022.550873450973
546,10019.198573334435,10022.342475107578
547,10019.198573334435,10022.590613714548
548,10048.945621210665,10050.003181962542
549,10048.945621210665,10050.355075142077
550,10049.152138010835,10050.612080264773
551,10049.651186055398,10050.716793293115
552,10050.580781301529,10051.3453668602
553,10050.22543085495,10051.362325487667
554,10050.22543085495,10051.603720513023
555,10050.03487703191,10051.434764106905
556,10049.933532578832,10051.531578526026
557,10049.933532578832,10051.404680752687
558,10054.751410250352,10056.068066744792
559,10054.751410250352,10056.379130578689
560,10054.751410250352,10056.047447911924
561,10054.751410250352,10056.080938308005
562,10054.506428809786,10055.722478557804
563,10054.506428809786,10055.394488003529
564,10055.05256350352,10056.0991009358
565,10054.848772305422,10056.044826844138
566,10054.848772305422,10056.05578284956
567,10054.944489345728,10056.067270117635
568,10055.245521202303,10056.509157347278
569,10055.245521202303,10056.305503524241
570,10055.138904169564,10056.181223955833
571,10055.138904169564,10056.319952756186
572,10056.722730298934,10057.532392636722
573,10056.615777132845,10057.622963827458
574,10056.399952072377,10057.639983928562
575,10056.651127565972,10057.532333081655
576,10056.700094518354,10057.678448591283
577,10056.337850533742,10057.724162574894
578,10055.993663788822,10057.648623233348
579,10059.993488575232,10061.15566528223
580,10057.503640186811,10059.076267277478
581,10055.01440803586,10056.746031244951
582,10052.52579196987,10054.81401228239
583,10047.54979170284,10050.740968299038
584,10046.94988496118,10050.725445846409
585,10046.94988496118,10050.553356716351
586,10063.012679065449,10064.76808596759
587,10063.012679065449,10064.893315642272
588,10063.012679065449,10064.702112951454
589,10061.767381246418,10063.665699113226
590,10062.3755260819,10063.816301490944
591,10062.3755260819,10063.675362796625
592,10061.795155708944,10063.723135340968
593,10061.795155708944,10063.875867598625
594,10066.768230595593,10067.995070298623
595,10066.768230595593,10068.104300831177
596,10063.030942889984,10064.824824758076
597,10065.728432557224,10067.429273429694
598,10065.728432557224,10067.522647196836
