,index,balance,net_worth,open_amount,price
283,283,8707.75751999997,9570.15751999997,0.10000000000000003,8624.0
284,284,9568.29927999997,9568.29927999997,2.7755575615628914e-17,8608.0
285,285,10427.24151999997,9568.04151999997,-0.09999999999999998,8592.0
286,286,11286.18375999997,9567.783759999971,-0.19999999999999998,8592.0
287,287,12141.12719999997,9575.52719999997,-0.3,8552.0
288,288,12995.27087999997,9577.670879999969,-0.4,8544.0
289,289,13844.615999999969,9596.615999999969,-0.5,8496.0
290,290,14690.76207999997,9612.36207999997,-0.6,8464.0
291,291,15537.70791999997,9607.30791999997,-0.7,8472.0
292,292,16383.85399999997,9612.65399999997,-0.7999999999999999,8464.0
293,293,17231.59959999997,9599.599599999969,-0.8999999999999999,8480.0
294,294,18079.345199999967,9599.345199999969,-0.9999999999999999,8480.0
295,295,18079.345199999967,9615.345199999969,-0.9999999999999999,8464.0
296,296,18079.345199999967,9607.345199999969,-0.9999999999999999,8472.0
297,297,18079.345199999967,9647.345199999969,-0.9999999999999999,8432.0
298,298,18079.345199999967,9655.345199999969,-0.9999999999999999,8424.0
299,299,18079.345199999967,9631.345199999969,-0.9999999999999999,8448.0
300,300,18079.345199999967,9655.345199999969,-0.9999999999999999,8424.0
301,301,18079.345199999967,9655.345199999969,-0.9999999999999999,8424.0
302,302,18079.345199999967,9663.345199999969,-0.9999999999999999,8416.0
303,303,18079.345199999967,9663.345199999969,-0.9999999999999999,8416.0
304,304,18079.345199999967,9727.345199999969,-0.9999999999999999,8352.0
305,305,18079.345199999967,9727.345199999969,-0.9999999999999999,8352.0
306,306,18079.345199999967,9727.345199999969,-0.9999999999999999,8352.0
307,307,18079.345199999967,9719.345199999969,-0.9999999999999999,8360.0
308,308,18079.345199999967,9743.345199999969,-0.9999999999999999,8336.0
309,309,18079.345199999967,9759.345199999969,-0.9999999999999999,8320.0
310,310,18079.345199999967,9791.345199999969,-0.9999999999999999,8288.0
311,311,18079.345199999967,9783.345199999969,-0.9999999999999999,8296.0
312,312,18079.345199999967,9807.345199999969,-0.9999999999999999,8272.0
313,313,18079.345199999967,9807.345199999969,-0.9999999999999999,8272.0
314,314,18079.345199999967,9815.345199999969,-0.9999999999999999,8264.0
315,315,18079.345199999967,9823.345199999969,-0.9999999999999999,8256.0
316,316,18079.345199999967,9887.345199999967,-0.9999999999999999,8192.0
317,317,18079.345199999967,9879.345199999969,-0.9999999999999999,8200.0
318,318,18079.345199999967,9887.345199999967,-0.9999999999999999,8192.0
319,319,18079.345199999967,9903.345199999967,-0.9999999999999999,8176.0
320,320,18079.345199999967,9935.345199999967,-0.9999999999999999,8144.0
321,321,18079.345199999967,9991.345199999967,-0.9999999999999999,8088.0
322,322,18079.345199999967,10039.345199999967,-0.9999999999999999,8040.0
323,323,18079.345199999967,10055.345199999967,-0.9999999999999999,8024.0
324,324,18079.345199999967,10051.345199999967,-0.9999999999999999,8028.0
325,325,18079.345199999967,10051.345199999967,-0.9999999999999999,8028.0
326,326,18079.345199999967,10051.345199999967,-0.9999999999999999,8028.0
327,327,18079.345199999967,10055.345199999967,-0.9999999999999999,8024.0
328,328,18079.345199999967,10063.345199999967,-0.9999999999999999,8016.0
329,329,17274.303759999966,10031.103759999967,-0.8999999999999999,8048.0
330,330,16468.462079999965,10023.662079999965,-0.7999999999999999,8056.0
331,331,17273.020639999966,10029.820639999967,-0.8999999999999999,8048.0
332,332,18079.978479999965,10007.978479999965,-0.9999999999999999,8072.0
333,333,18079.978479999965,9999.978479999965,-0.9999999999999999,8080.0
334,334,18079.978479999965,10047.978479999965,-0.9999999999999999,8032.0
335,335,18079.978479999965,10031.978479999965,-0.9999999999999999,8048.0
336,336,18079.978479999965,10015.978479999965,-0.9999999999999999,8064.0
337,337,18079.978479999965,10047.978479999965,-0.9999999999999999,8032.0
338,338,18079.978479999965,10031.978479999965,-0.9999999999999999,8048.0
339,339,18079.978479999965,10039.978479999965,-0.9999999999999999,8040.0
340,340,18079.978479999965,10031.978479999965,-0.9999999999999999,8048.0
341,341,17279.738479999964,10079.738479999964,-0.8999999999999999,8000.0
342,342,18069.901359999963,10165.901359999963,-0.9999999999999999,7904.0
343,343,18069.901359999963,10157.901359999963,-0.9999999999999999,7912.0
344,344,18069.901359999963,10109.901359999963,-0.9999999999999999,7960.0
345,345,18069.901359999963,10077.901359999963,-0.9999999999999999,7992.0
346,346,18069.901359999963,10109.901359999963,-0.9999999999999999,7960.0
347,347,18069.901359999963,10101.901359999963,-0.9999999999999999,7968.0
348,348,17273.662559999964,10109.662559999964,-0.8999999999999999,7960.0
349,349,16477.423759999965,10109.423759999965,-0.7999999999999999,7960.0
350,350,15683.585679999966,10128.385679999967,-0.7,7936.0
351,351,16476.547719999966,10130.947719999967,-0.7999999999999999,7932.0
352,352,17269.109879999967,10133.909879999968,-0.8999999999999999,7928.0
353,353,18060.07251999997,10148.072519999969,-0.9999999999999999,7912.0
354,354,18060.07251999997,10148.072519999969,-0.9999999999999999,7912.0
355,355,18060.07251999997,10160.072519999969,-0.9999999999999999,7900.0
356,356,18060.07251999997,10160.072519999969,-0.9999999999999999,7900.0
357,357,18060.07251999997,10160.072519999969,-0.9999999999999999,7900.0
358,358,18060.07251999997,10160.072519999969,-0.9999999999999999,7900.0
359,359,18060.07251999997,10172.072519999969,-0.9999999999999999,7888.0
360,360,18060.07251999997,10164.072519999969,-0.9999999999999999,7896.0
361,361,18060.07251999997,10164.072519999969,-0.9999999999999999,7896.0
362,362,18060.07251999997,10172.072519999969,-0.9999999999999999,7888.0
363,363,17271.836119999967,10179.836119999967,-0.8999999999999999,7880.0
364,364,18057.60031999997,10197.600319999969,-0.9999999999999999,7860.0
365,365,18057.60031999997,10225.600319999969,-0.9999999999999999,7832.0
366,366,18057.60031999997,10217.600319999969,-0.9999999999999999,7840.0
367,367,18057.60031999997,10209.600319999969,-0.9999999999999999,7848.0
368,368,18057.60031999997,10209.600319999969,-0.9999999999999999,7848.0
369,369,18057.60031999997,10209.600319999969,-0.9999999999999999,7848.0
370,370,18057.60031999997,10229.600319999969,-0.9999999999999999,7828.0
371,371,18057.60031999997,10257.600319999969,-0.9999999999999999,7800.0
372,372,17282.967999999968,10313.36799999997,-0.8999999999999999,7744.0
373,373,16509.93615999997,10327.536159999969,-0.7999999999999999,7728.0
374,374,15732.502999999968,10292.102999999968,-0.7,7772.0
375,375,16514.66827999997,10255.468279999968,-0.7999999999999999,7824.0
376,376,15723.63103999997,10188.031039999969,-0.7,7908.0
377,377,14933.794159999969,10196.19415999997,-0.6,7896.0
378,378,14142.356799999969,10186.356799999969,-0.5,7912.0
379,379,13342.116799999969,10142.116799999969,-0.4,8000.0
380,380,12544.277519999969,10151.477519999968,-0.30000000000000004,7976.0
381,381,11747.238479999969,10153.638479999969,-0.20000000000000004,7968.0
382,382,10950.999679999968,10154.999679999968,-0.10000000000000003,7960.0
383,383,11779.551039999968,10121.951039999967,-0.20000000000000004,8288.0
384,384,12608.102399999967,10121.702399999966,-0.30000000000000004,8288.0
385,385,13433.454719999967,10131.054719999967,-0.4,8256.0
386,386,14257.207519999967,10137.207519999967,-0.5,8240.0
387,387,15081.760079999967,10132.960079999968,-0.6,8248.0
388,388,15903.113599999968,10151.913599999967,-0.7,8216.0
389,389,16725.266879999966,10146.066879999966,-0.7999999999999999,8224.0
390,390,17553.018479999966,10101.018479999966,-0.8999999999999999,8280.0
391,391,16723.969839999965,10093.569839999966,-0.7999999999999999,8288.0
392,392,15894.921199999964,10093.321199999966,-0.7,8288.0
393,393,15066.672799999964,10098.672799999964,-0.6,8280.0
394,394,14241.625359999964,10117.625359999964,-0.5,8248.0
395,395,13416.577919999963,10117.377919999963,-0.4,8248.0
396,396,12590.730239999963,10113.930239999961,-0.30000000000000004,8256.0
397,397,11766.483039999963,10118.483039999963,-0.20000000000000004,8240.0
398,398,12596.633919999962,10105.433919999961,-0.30000000000000004,8304.0
399,399,11767.585279999961,10109.98527999996,-0.20000000000000004,8288.0
400,400,12589.738559999962,10122.53855999996,-0.30000000000000004,8224.0
401,401,13402.294719999962,10151.094719999961,-0.4,8128.0
402,402,14216.050519999962,10146.050519999962,-0.5,8140.0
403,403,15023.008359999963,10179.808359999963,-0.6,8072.0
404,404,15831.565719999964,10169.965719999964,-0.7,8088.0
405,405,16649.720199999963,10102.520199999963,-0.7999999999999999,8184.0
406,406,17471.873479999962,10070.273479999963,-0.8999999999999999,8224.0
407,407,17471.873479999962,10084.673479999963,-0.8999999999999999,8208.0
408,408,16654.82843999996,10120.428439999961,-0.7999999999999999,8168.0
409,409,15836.182919999961,10107.382919999962,-0.7,8184.0
410,410,15020.338239999961,10126.738239999962,-0.6,8156.0
411,411,14204.09343999996,10124.09343999996,-0.5,8160.0
412,412,13387.04839999996,10119.848399999959,-0.4,8168.0
413,413,14198.80479999996,10138.80479999996,-0.5,8120.0
414,414,15012.16071999996,10130.560719999961,-0.6,8136.0
415,415,15825.51663999996,10130.31663999996,-0.7,8136.0
416,416,16637.27303999996,10141.27303999996,-0.7999999999999999,8120.0
417,417,15817.82727999996,10083.42727999996,-0.7,8192.0
